state,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
oh,2020,255000,259000,195000,167000,228000,245000,221000,250000,236000,259000,253000,257000
oh,2021,257000,292000,294000,297000,324000,327000,374000,361000,405000,435000,450000,436000
oh,2022,389000,455000,421000,425000,408000,439000,413000,370000,398000,359000,356000,415000
oh,2023,366000,313000,334000,361000,374000,359000,301000,352000,350000,318000,302000,323000
oh,2024,309000,281000,285000,250000,254000,253000,283000,286000,248000,272000,290000,287000
oh,2025,287000,284000,296000,259000,289000,281000,260000,255000,,,,
la,2018,76000,74000,83000,83000,81000,91000,91000,85000,83000,87000,87000,90000
la,2019,89000,85000,91000,92000,91000,91000,87000,101000,98000,97000,94000,86000
la,2020,91000,98000,72000,62000,87000,84000,93000,98000,96000,105000,97000,93000
la,2021,99000,108000,112000,115000,119000,133000,134000,140000,142000,182000,140000,144000
la,2022,147000,150000,157000,160000,161000,153000,150000,135000,146000,158000,166000,165000
la,2023,160000,150000,146000,146000,142000,142000,125000,141000,144000,128000,115000,130000
la,2024,123000,124000,115000,114000,115000,96000,113000,105000,89000,113000,124000,96000
la,2025,109000,103000,93000,110000,111000,100000,105000,98000,,,,
ut,2018,81000,73000,70000,72000,66000,72000,78000,80000,83000,97000,85000,83000
ut,2019,89000,79000,87000,85000,81000,84000,84000,78000,74000,72000,74000,75000
ut,2020,73000,76000,69000,72000,71000,63000,64000,68000,66000,67000,76000,78000
ut,2021,75000,84000,83000,92000,100000,120000,124000,121000,110000,115000,112000,122000
ut,2022,129000,123000,128000,120000,123000,112000,123000,112000,116000,111000,113000,131000
ut,2023,107000,105000,104000,118000,103000,100000,104000,126000,103000,94000,87000,80000
ut,2024,85000,83000,84000,76000,85000,81000,74000,78000,77000,85000,84000,80000
ut,2025,86000,86000,79000,76000,68000,74000,75000,74000,,,,
ri,2018,19000,24000,24000,23000,26000,24000,25000,24000,25000,24000,26000,25000
ri,2019,28000,24000,24000,23000,24000,25000,21000,25000,24000,26000,23000,22000
ri,2020,24000,23000,20000,15000,21000,27000,20000,19000,18000,24000,23000,22000
ri,2021,25000,27000,29000,36000,34000,36000,42000,39000,39000,40000,37000,38000
ri,2022,40000,43000,41000,43000,40000,41000,38000,35000,34000,35000,33000,35000
ri,2023,30000,36000,32000,31000,30000,27000,28000,30000,31000,30000,30000,30000
ri,2024,28000,28000,27000,29000,29000,28000,27000,28000,29000,24000,30000,27000
ri,2025,28000,28000,24000,28000,28000,27000,26000,24000,,,,
az,2018,131000,125000,138000,166000,134000,160000,164000,157000,151000,178000,156000,155000
az,2019,200000,169000,159000,153000,177000,148000,149000,152000,170000,134000,151000,149000
az,2020,153000,159000,133000,122000,145000,143000,140000,154000,157000,154000,152000,166000
az,2021,155000,181000,183000,203000,222000,217000,228000,232000,209000,216000,213000,228000
az,2022,239000,250000,259000,253000,239000,230000,257000,229000,238000,238000,225000,211000
az,2023,202000,202000,209000,273000,190000,188000,194000,203000,192000,180000,176000,148000
az,2024,178000,175000,152000,174000,164000,175000,169000,160000,163000,162000,202000,182000
az,2025,221000,175000,175000,161000,142000,143000,158000,137000,,,,
va,2018,31000,33000,36000,36000,40000,40000,39000,38000,43000,39000,40000,39000
va,2019,43000,39000,42000,41000,40000,38000,37000,38000,42000,44000,41000,38000
va,2020,50000,44000,41000,35000,38000,41000,46000,47000,44000,46000,45000,46000
va,2021,43000,56000,49000,53000,56000,58000,57000,57000,54000,54000,58000,58000
va,2022,61000,61000,72000,61000,58000,58000,70000,57000,59000,63000,62000,64000
va,2023,68000,61000,57000,52000,55000,55000,47000,55000,56000,49000,51000,50000
va,2024,49000,47000,47000,52000,50000,45000,45000,47000,40000,49000,54000,46000
va,2025,46000,42000,38000,47000,47000,43000,41000,42000,,,,
fl,2018,385000,399000,413000,440000,442000,453000,454000,457000,440000,442000,474000,480000
fl,2019,458000,371000,428000,413000,436000,385000,428000,425000,427000,423000,413000,419000
fl,2020,430000,408000,381000,267000,325000,351000,389000,373000,391000,411000,409000,407000
fl,2021,429000,484000,478000,520000,574000,612000,691000,676000,674000,714000,660000,712000
fl,2022,709000,710000,817000,747000,675000,677000,615000,624000,643000,549000,700000,658000
fl,2023,684000,633000,635000,631000,624000,622000,532000,617000,598000,583000,536000,560000
fl,2024,509000,509000,505000,510000,496000,449000,493000,468000,416000,473000,509000,455000
fl,2025,523000,473000,398000,426000,484000,467000,392000,463000,,,,
ny,2018,400000,386000,409000,390000,374000,393000,389000,372000,398000,389000,427000,375000
ny,2019,377000,376000,370000,340000,395000,408000,366000,454000,401000,414000,370000,399000
ny,2020,427000,395000,348000,268000,315000,338000,363000,348000,311000,325000,324000,334000
ny,2021,344000,385000,416000,547000,574000,540000,619000,596000,598000,636000,695000,632000
ny,2022,617000,653000,621000,599000,543000,557000,582000,498000,526000,540000,461000,445000
ny,2023,461000,426000,408000,452000,443000,454000,431000,461000,466000,454000,439000,454000
ny,2024,479000,485000,512000,426000,477000,468000,410000,482000,490000,403000,453000,502000
ny,2025,472000,478000,441000,497000,588000,530000,454000,456000,,,,
sc,2018,105000,105000,103000,148000,118000,113000,128000,121000,117000,123000,123000,111000
sc,2019,125000,121000,123000,117000,110000,110000,114000,108000,110000,119000,100000,94000
sc,2020,110000,104000,98000,83000,96000,116000,103000,119000,125000,122000,123000,122000
sc,2021,133000,145000,141000,157000,179000,163000,181000,184000,183000,183000,177000,199000
sc,2022,164000,180000,211000,188000,186000,183000,174000,160000,172000,172000,178000,184000
sc,2023,185000,175000,187000,181000,175000,169000,175000,164000,167000,167000,164000,153000
sc,2024,160000,164000,149000,148000,144000,134000,134000,151000,133000,140000,155000,137000
sc,2025,133000,121000,116000,125000,144000,139000,126000,129000,,,,
ma,2018,145000,152000,144000,155000,162000,163000,159000,160000,177000,171000,200000,195000
ma,2019,194000,174000,185000,179000,177000,169000,148000,181000,167000,161000,153000,143000
ma,2020,166000,186000,134000,117000,114000,140000,144000,133000,132000,150000,156000,140000
ma,2021,154000,173000,199000,217000,224000,235000,284000,282000,278000,304000,289000,289000
ma,2022,277000,320000,295000,303000,338000,306000,285000,252000,277000,258000,240000,259000
ma,2023,255000,261000,267000,300000,243000,264000,233000,247000,241000,222000,212000,231000
ma,2024,219000,215000,207000,199000,207000,202000,185000,182000,172000,179000,186000,197000
ma,2025,210000,207000,158000,184000,193000,186000,166000,155000,,,,
hi,2018,27000,26000,28000,28000,28000,28000,26000,29000,30000,30000,31000,32000
hi,2019,40000,32000,31000,25000,31000,32000,32000,30000,31000,30000,29000,28000
hi,2020,34000,26000,23000,17000,26000,21000,22000,20000,18000,32000,32000,29000
hi,2021,27000,25000,31000,45000,42000,44000,52000,39000,38000,40000,37000,40000
hi,2022,44000,41000,41000,41000,38000,37000,49000,38000,36000,35000,32000,41000
hi,2023,34000,36000,32000,38000,28000,30000,33000,32000,34000,28000,30000,28000
