Award Level and Institution Type,State,Region,Major Field Family (2-digit CIP),Major Field Family (2-digit CIP) Title,2020 Enrollment,2021 Enrollment,2021 % Change from Previous Year,2022 Enrollment,2022 % Change from Previous Year,2023 Enrollment,2023 % Change from Previous Year,2024 Enrollment,2024 % Change from Previous Year,2025 Enrollment,2025 % Change from Previous Year
Undergraduate 2-year,New York,Northeast,05,Area Ethnic Cultural and Gender Studies,186,188,1.0,173,-7.9,156,-9.6,141,-9.9,,
Undergraduate 2-year,New York,Northeast,09,Communication Journalism and Related Programs,2650,1998,-24.6,1782,-10.8,1622,-9.0,1611,-0.7,1529,-5.1
Undergraduate 2-year,New York,Northeast,10,Communications Technologies/Technicians and Support Services,2445,1948,-20.3,1764,-9.4,1800,2.0,1756,-2.4,1759,0.2
Undergraduate 2-year,New York,Northeast,11,Computer and Information Sciences and Support Services,10730,9772,-8.9,9088,-7.0,10276,13.1,11125,8.3,11097,-0.3
Undergraduate 2-year,New York,Northeast,12,Personal and Culinary Services,1993,1695,-14.9,1616,-4.7,1577,-2.4,1752,11.1,1770,1.1
Undergraduate 2-year,New York,Northeast,13,Education,3989,3804,-4.6,3184,-16.3,3270,2.7,3254,-0.5,3351,3.0
Undergraduate 2-year,New York,Northeast,14,Engineering,3783,3287,-13.1,2838,-13.7,2827,-0.4,2921,3.3,3235,10.7
Undergraduate 2-year,New York,Northeast,15,Engineering Technologies/Technicians,3675,3146,-14.4,2922,-7.1,2995,2.5,3064,2.3,3206,4.7
Undergraduate 2-year,New York,Northeast,16,Foreign Languages Literatures and Linguistics,225,250,11.0,223,-10.9,218,-2.0,210,-3.7,209,-0.7
Undergraduate 2-year,New York,Northeast,19,Family and Consumer Sciences/Human Sciences,1698,1537,-9.5,1356,-11.8,1228,-9.4,1223,-0.4,1111,-9.2
Undergraduate 2-year,New York,Northeast,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New York,Northeast,22,Legal Professions and Studies,1164,1156,-0.7,884,-23.5,852,-3.6,873,2.4,937,7.4
Undergraduate 2-year,New York,Northeast,23,English Language and Literature/Letters,775,724,-6.5,702,-3.0,737,4.9,764,3.8,823,7.7
Undergraduate 2-year,New York,Northeast,24,Liberal Arts and Sciences General Studies and Humanities,89675,77443,-13.6,65387,-15.6,62703,-4.1,61809,-1.4,61975,0.3
Undergraduate 2-year,New York,Northeast,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New York,Northeast,26,Biological and Biomedical Sciences,2088,2101,0.6,1987,-5.4,1738,-12.5,1819,4.7,1918,5.4
Undergraduate 2-year,New York,Northeast,27,Mathematics and Statistics,438,303,-30.8,240,-20.7,197,-18.0,223,13.1,244,9.2
Undergraduate 2-year,New York,Northeast,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 2-year,New York,Northeast,29,Military Technologies,,,,,,,,,,,
Undergraduate 2-year,New York,Northeast,30,Multi/Interdisciplinary Studies,534,444,-16.9,217,-51.1,352,62.2,272,-22.8,273,0.5
Undergraduate 2-year,New York,Northeast,31,Parks Recreation Leisure and Fitness Studies,2056,1938,-5.7,1883,-2.9,1875,-0.4,2078,10.8,1934,-6.9
Undergraduate 2-year,New York,Northeast,32,Basic Skills,0,0,,0,,0,,0,,,
Undergraduate 2-year,New York,Northeast,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New York,Northeast,34,Health-Related Knowledge and Skills,,,,,,,,,,,
Undergraduate 2-year,New York,Northeast,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New York,Northeast,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New York,Northeast,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New York,Northeast,38,Philosophy and Religious Studies,,,,,,,,,,,
Undergraduate 2-year,New York,Northeast,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 2-year,New York,Northeast,40,Physical Sciences,4768,2731,-42.7,2097,-23.2,1758,-16.2,1628,-7.4,1484,-8.9
Undergraduate 2-year,New York,Northeast,41,Science Technologies/Technicians,290,117,-59.7,105,-9.7,104,-1.1,106,1.9,103,-3.2
Undergraduate 2-year,New York,Northeast,42,Psychology,3660,3872,5.8,3535,-8.7,3406,-3.7,4145,21.7,4350,4.9
Undergraduate 2-year,New York,Northeast,43,Security and Protective Services,16362,13233,-19.1,10264,-22.4,9199,-10.4,8882,-3.4,9156,3.1
Undergraduate 2-year,New York,Northeast,44,Public Administration and Social Service Professions,4290,3493,-18.6,2878,-17.6,2462,-14.4,2510,1.9,2534,1.0
Undergraduate 2-year,New York,Northeast,45,Social Sciences,447,369,-17.5,614,66.5,579,-5.6,642,10.8,648,0.9
Undergraduate 2-year,New York,Northeast,46,Construction Trades,460,410,-10.9,465,13.6,422,-9.3,424,0.6,526,24.0
Undergraduate 2-year,New York,Northeast,47,Mechanic and Repair Technologies/Technicians,2406,2133,-11.3,2014,-5.6,2063,2.5,2737,32.6,2793,2.0
Undergraduate 2-year,New York,Northeast,48,Precision Production,318,254,-20.0,217,-14.6,200,-7.7,291,45.3,285,-2.1
Undergraduate 2-year,New York,Northeast,49,Transportation and Materials Moving,,,,,,,,,,199,
Undergraduate 2-year,New York,Northeast,50,Visual and Performing Arts,8256,6622,-19.8,6478,-2.2,6987,7.8,7229,3.5,6992,-3.3
Undergraduate 2-year,New York,Northeast,51,Health Professions and Related Clinical Sciences,27151,27620,1.7,23621,-14.5,25621,8.5,26380,3.0,30465,15.5
Undergraduate 2-year,New York,Northeast,52,Business Management Marketing and Related Support,29917,25830,-13.7,22336,-13.5,22465,0.6,23251,3.5,24791,6.6
Undergraduate 2-year,New York,Northeast,53,High School/Secondary Diplomas and Certificates,,,,0,,0,,0,,,
Undergraduate 2-year,New York,Northeast,54,History,,,,,,,,,,,
Undergraduate 2-year,North Carolina,South,CIP Missing,CIP Missing,8470,6904,-18.5,6271,-9.2,5433,-13.4,5842,7.5,6190,6.0
Undergraduate 2-year,North Carolina,South,01,Agriculture Agriculture Operations and Related Sciences,1765,1644,-6.9,1616,-1.7,1548,-4.2,1633,5.4,1653,1.3
Undergraduate 2-year,North Carolina,South,03,Natural Resources and Conservation,233,200,-14.1,184,-8.0,183,-0.6,152,-17.1,142,-6.3
Undergraduate 2-year,North Carolina,South,04,Architecture and Related Services,,,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,05,Area Ethnic Cultural and Gender Studies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,09,Communication Journalism and Related Programs,0,0,,0,,0,,,,,
Undergraduate 2-year,North Carolina,South,10,Communications Technologies/Technicians and Support Services,698,623,-10.8,613,-1.7,495,-19.2,487,-1.6,527,8.3
Undergraduate 2-year,North Carolina,South,11,Computer and Information Sciences and Support Services,8255,8471,2.6,8821,4.1,8820,-0.0,9397,6.5,9678,3.0
Undergraduate 2-year,North Carolina,South,12,Personal and Culinary Services,5013,4323,-13.8,4876,12.8,4980,2.1,5141,3.2,5162,0.4
Undergraduate 2-year,North Carolina,South,13,Education,6498,6026,-7.3,6029,0.0,5590,-7.3,5311,-5.0,5848,10.1
Undergraduate 2-year,North Carolina,South,14,Engineering,3223,2872,-10.9,2740,-4.6,2401,-12.4,2625,9.3,2939,11.9
Undergraduate 2-year,North Carolina,South,15,Engineering Technologies/Technicians,5573,4975,-10.7,4793,-3.7,4299,-10.3,4301,0.1,4603,7.0
Undergraduate 2-year,North Carolina,South,16,Foreign Languages Literatures and Linguistics,604,572,-5.4,526,-8.0,473,-10.1,454,-4.1,400,-11.9
Undergraduate 2-year,North Carolina,South,19,Family and Consumer Sciences/Human Sciences,288,320,10.9,294,-8.2,300,2.3,296,-1.5,418,41.5
Undergraduate 2-year,North Carolina,South,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,22,Legal Professions and Studies,1028,1036,0.8,913,-11.9,735,-19.4,781,6.1,892,14.3
Undergraduate 2-year,North Carolina,South,23,English Language and Literature/Letters,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,24,Liberal Arts and Sciences General Studies and Humanities,114481,107198,-6.4,104605,-2.4,96133,-8.1,98784,2.8,107160,8.5
Undergraduate 2-year,North Carolina,South,25,Library Science,,,,,,,,,,,
Undergraduate 2-year,North Carolina,South,26,Biological and Biomedical Sciences,383,578,50.8,638,10.3,594,-6.9,776,30.8,762,-1.8
Undergraduate 2-year,North Carolina,South,27,Mathematics and Statistics,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,29,Military Technologies,,,,,,,,,,,
Undergraduate 2-year,North Carolina,South,30,Multi/Interdisciplinary Studies,,,,,,,,,,,
Undergraduate 2-year,North Carolina,South,31,Parks Recreation Leisure and Fitness Studies,580,715,23.2,655,-8.4,776,18.6,737,-5.0,683,-7.4
Undergraduate 2-year,North Carolina,South,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,38,Philosophy and Religious Studies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,40,Physical Sciences,,,,,,0,,0,,,
Undergraduate 2-year,North Carolina,South,41,Science Technologies/Technicians,,,,,,,,,,233,
Undergraduate 2-year,North Carolina,South,42,Psychology,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Carolina,South,43,Security and Protective Services,7654,7041,-8.0,6766,-3.9,6521,-3.6,6265,-3.9,6736,7.5
Undergraduate 2-year,North Carolina,South,44,Public Administration and Social Service Professions,,0,,,,0,,0,,901,
Undergraduate 2-year,North Carolina,South,45,Social Sciences,,,,,,,,,,,
Undergraduate 2-year,North Carolina,South,46,Construction Trades,3192,2746,-14.0,3132,14.1,2888,-7.8,3160,9.4,4060,28.5
Undergraduate 2-year,North Carolina,South,47,Mechanic and Repair Technologies/Technicians,5727,4674,-18.4,5105,9.2,4898,-4.1,5319,8.6,6289,18.2
Undergraduate 2-year,North Carolina,South,48,Precision Production,4650,4016,-13.6,4469,11.3,4825,8.0,5240,8.6,5566,6.2
Undergraduate 2-year,North Carolina,South,49,Transportation and Materials Moving,378,357,-5.4,344,-3.6,303,-11.9,340,12.0,360,6.0
Undergraduate 2-year,North Carolina,South,50,Visual and Performing Arts,3165,2963,-6.4,2889,-2.5,2642,-8.6,2707,2.5,2646,-2.2
Undergraduate 2-year,North Carolina,South,51,Health Professions and Related Clinical Sciences,33862,34501,1.9,31468,-8.8,27935,-11.2,29285,4.8,32304,10.3
Undergraduate 2-year,North Carolina,South,52,Business Management Marketing and Related Support,16262,16940,4.2,17665,4.3,16921,-4.2,17118,1.2,18958,10.7
Undergraduate 2-year,North Carolina,South,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,,
Undergraduate 2-year,North Carolina,South,54,History,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,CIP Missing,CIP Missing,3043,3204,5.3,3176,-0.9,3641,14.7,3937,8.1,4295,9.1
Undergraduate 2-year,North Dakota,Midwest,01,Agriculture Agriculture Operations and Related Sciences,262,290,10.5,317,9.3,277,-12.6,253,-8.5,295,16.4
Undergraduate 2-year,North Dakota,Midwest,03,Natural Resources and Conservation,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,04,Architecture and Related Services,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,05,Area Ethnic Cultural and Gender Studies,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,09,Communication Journalism and Related Programs,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,10,Communications Technologies/Technicians and Support Services,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,11,Computer and Information Sciences and Support Services,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,12,Personal and Culinary Services,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,13,Education,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,14,Engineering,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,15,Engineering Technologies/Technicians,272,275,1.2,287,4.2,150,-47.9,169,13.0,129,-23.7
Undergraduate 2-year,North Dakota,Midwest,16,Foreign Languages Literatures and Linguistics,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,19,Family and Consumer Sciences/Human Sciences,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,22,Legal Professions and Studies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,23,English Language and Literature/Letters,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,24,Liberal Arts and Sciences General Studies and Humanities,1410,1211,-14.1,1202,-0.8,1184,-1.5,1122,-5.3,1163,3.7
Undergraduate 2-year,North Dakota,Midwest,25,Library Science,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,26,Biological and Biomedical Sciences,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,27,Mathematics and Statistics,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,28,Reserve Officer Training Corps (JROTC ROTC),0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,29,Military Technologies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,30,Multi/Interdisciplinary Studies,,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,31,Parks Recreation Leisure and Fitness Studies,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,32,Basic Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,37,Personal Awareness and Self-Improvement,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,38,Philosophy and Religious Studies,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,40,Physical Sciences,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,41,Science Technologies/Technicians,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,42,Psychology,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,43,Security and Protective Services,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,44,Public Administration and Social Service Professions,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,45,Social Sciences,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,46,Construction Trades,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,47,Mechanic and Repair Technologies/Technicians,297,261,-12.2,279,7.0,270,-3.2,278,3.0,367,31.9
Undergraduate 2-year,North Dakota,Midwest,48,Precision Production,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,49,Transportation and Materials Moving,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,50,Visual and Performing Arts,,,,,,,,,,,
Undergraduate 2-year,North Dakota,Midwest,51,Health Professions and Related Clinical Sciences,968,934,-3.5,820,-12.2,803,-2.0,824,2.6,1010,22.6
Undergraduate 2-year,North Dakota,Midwest,52,Business Management Marketing and Related Support,319,352,10.3,391,11.1,421,7.6,405,-3.8,413,2.0
Undergraduate 2-year,North Dakota,Midwest,53,High School/Secondary Diplomas and Certificates,0,0,,0,,0,,0,,0,
Undergraduate 2-year,North Dakota,Midwest,54,History,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,CIP Missing,CIP Missing,16958,19653,15.9,19194,-2.3,19104,-0.5,20938,9.6,22542,7.7
Undergraduate 2-year,Ohio,Midwest,01,Agriculture Agriculture Operations and Related Sciences,1372,1189,-13.3,1141,-4.1,1190,4.3,1093,-8.1,1086,-0.7
Undergraduate 2-year,Ohio,Midwest,03,Natural Resources and Conservation,495,425,-14.1,361,-15.1,380,5.2,395,4.0,389,-1.6
Undergraduate 2-year,Ohio,Midwest,04,Architecture and Related Services,,,,,,,,,,,
Undergraduate 2-year,Ohio,Midwest,05,Area Ethnic Cultural and Gender Studies,,,,,,,,,,,
Undergraduate 2-year,Ohio,Midwest,09,Communication Journalism and Related Programs,328,265,-19.0,245,-7.7,231,-5.4,231,-0.4,278,20.8
Undergraduate 2-year,Ohio,Midwest,10,Communications Technologies/Technicians and Support Services,714,583,-18.4,552,-5.4,596,8.0,672,12.8,655,-2.5
Undergraduate 2-year,Ohio,Midwest,11,Computer and Information Sciences and Support Services,5403,5142,-4.8,5017,-2.4,5331,6.2,5531,3.8,5374,-2.8
Undergraduate 2-year,Ohio,Midwest,12,Personal and Culinary Services,1201,1009,-15.9,1002,-0.7,915,-8.7,1080,18.1,1253,15.9
Undergraduate 2-year,Ohio,Midwest,13,Education,2015,1913,-5.0,1779,-7.0,1484,-16.6,1389,-6.4,1292,-7.0
Undergraduate 2-year,Ohio,Midwest,14,Engineering,968,755,-22.0,681,-9.8,673,-1.1,621,-7.7,586,-5.6
Undergraduate 2-year,Ohio,Midwest,15,Engineering Technologies/Technicians,8935,8041,-10.0,8310,3.3,7806,-6.1,7881,0.9,8220,4.3
Undergraduate 2-year,Ohio,Midwest,16,Foreign Languages Literatures and Linguistics,450,424,-5.8,401,-5.5,400,-0.3,355,-11.2,380,7.0
Undergraduate 2-year,Ohio,Midwest,19,Family and Consumer Sciences/Human Sciences,457,391,-14.4,360,-7.9,330,-8.3,279,-15.4,311,11.4
Undergraduate 2-year,Ohio,Midwest,21,Technology Education/Industrial Arts,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,22,Legal Professions and Studies,801,899,12.3,764,-15.0,631,-17.4,679,7.5,762,12.3
Undergraduate 2-year,Ohio,Midwest,23,English Language and Literature/Letters,317,284,-10.3,316,11.1,615,94.7,584,-5.1,392,-32.8
Undergraduate 2-year,Ohio,Midwest,24,Liberal Arts and Sciences General Studies and Humanities,50171,44182,-11.9,42466,-3.9,42969,1.2,39865,-7.2,40122,0.6
Undergraduate 2-year,Ohio,Midwest,25,Library Science,,,,,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,26,Biological and Biomedical Sciences,492,399,-18.9,400,0.3,527,31.9,522,-1.0,547,4.8
Undergraduate 2-year,Ohio,Midwest,27,Mathematics and Statistics,110,,,,,,,,,,
Undergraduate 2-year,Ohio,Midwest,28,Reserve Officer Training Corps (JROTC ROTC),0,,,0,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,29,Military Technologies,,0,,0,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,30,Multi/Interdisciplinary Studies,264,152,-42.5,145,-4.6,104,-28.2,,,104,
Undergraduate 2-year,Ohio,Midwest,31,Parks Recreation Leisure and Fitness Studies,724,603,-16.8,608,0.9,594,-2.4,613,3.2,577,-5.9
Undergraduate 2-year,Ohio,Midwest,32,Basic Skills,,,,,,,,,,,
Undergraduate 2-year,Ohio,Midwest,33,Citizenship Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,34,Health-Related Knowledge and Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,35,Interpersonal and Social Skills,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,36,Leisure and Recreational Activities,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,37,Personal Awareness and Self-Improvement,,,,,,,,,,,
Undergraduate 2-year,Ohio,Midwest,38,Philosophy and Religious Studies,0,,,,,,,,,,
Undergraduate 2-year,Ohio,Midwest,39,Theology and Religious Vocations,0,0,,0,,0,,0,,0,
Undergraduate 2-year,Ohio,Midwest,40,Physical Sciences,143,,,102,,122,19.6,148,21.7,143,-3.5
Undergraduate 2-year,Ohio,Midwest,41,Science Technologies/Technicians,,101,,,,,,,,,
Undergraduate 2-year,Ohio,Midwest,42,Psychology,837,857,2.4,873,1.8,760,-12.9,759,-0.1,677,-10.8
Undergraduate 2-year,Ohio,Midwest,43,Security and Protective Services,3439,3009,-12.5,2679,-10.9,2386,-11.0,2352,-1.4,2333,-0.8
Undergraduate 2-year,Ohio,Midwest,44,Public Administration and Social Service Professions,1644,1632,-0.7,1535,-5.9,1249,-18.6,1777,42.2,1647,-7.3
Undergraduate 2-year,Ohio,Midwest,45,Social Sciences,262,240,-8.5,253,5.3,296,17.1,395,33.6,322,-18.5
Undergraduate 2-year,Ohio,Midwest,46,Construction Trades,5396,4884,-9.5,5601,14.7,6531,16.6,6971,6.7,6851,-1.7
Undergraduate 2-year,Ohio,Midwest,47,Mechanic and Repair Technologies/Technicians,1137,910,-20.0,960,5.5,1091,13.6,1202,10.1,1247,3.8
Undergraduate 2-year,Ohio,Midwest,48,Precision Production,1396,1256,-10.1,986,-21.5,1110,12.6,985,-11.2,1069,8.5
Undergraduate 2-year,Ohio,Midwest,49,Transportation and Materials Moving,307,299,-2.7,367,22.8,379,3.3,446,17.8,472,5.8
Undergraduate 2-year,Ohio,Midwest,50,Visual and Performing Arts,2223,1987,-10.6,1982,-0.3,2039,2.9,2158,5.8,2195,1.7
Undergraduate 2-year,Ohio,Midwest,51,Health Professions and Related Clinical Sciences,30742,29938,-2.6,26578,-11.2,25342,-4.7,27061,6.8,30551,12.9
Undergraduate 2-year,Ohio,Midwest,52,Business Management Marketing and Related Support,14171,13337,-5.9,12908,-3.2,14386,11.4,12863,-10.6,13277,3.2
