"","OPE_ID","School_Name","School_Type","State","Total_Borrowers_Evaluated","Nonpayment_Rate"
"3354","031109","Academy of Beauty Professionals","PROPRIETARY","MO",700,0.29
"3355","042749","Contra Costa Medical Career College","PROPRIETARY","CA",800,0.29
"3356","010813","American Academy McAllister Institute","PRIVATE NONPROFIT","NY",800,0.29
"3357","012850","International Salon and Spa Academy","PROPRIETARY","CO",900,0.29
"3358","001094","University of the Ozarks","PRIVATE NONPROFIT","AR",900,0.29
"3359","002896","Villa Maria College of Buffalo","PRIVATE NONPROFIT","NY",900,0.29
"3360","030274","Avalon Institute","PROPRIETARY","CO",900,0.29
"3361","003176","Carl Albert State College","PUBLIC","OK",900,0.29
"3362","003662","Victoria College","PUBLIC","TX",900,0.29
"3363","041584","L'esprit Academy","PROPRIETARY","MI",900,0.29
"3364","003614","Southwest Texas College","PUBLIC","TX",1000,0.29
"3365","031121","Dewey University","PRIVATE NONPROFIT","PR",1000,0.29
"3366","041457","Paul Mitchell The School Springfield","PROPRIETARY","MO",1000,0.29
"3367","021448","Vet Tech Institute of Houston","PROPRIETARY","TX",1000,0.29
"3368","041471","Tricoci University of Beauty Culture","PROPRIETARY","IL",1200,0.29
"3369","001871","Iowa Wesleyan University","PRIVATE NONPROFIT","IA",1200,0.29
"3370","001015","Enterprise State Community College","PUBLIC","AL",1200,0.29
"3371","002867","SUNY Fulton-Montgomery Community College","PUBLIC","NY",1200,0.29
"3372","001289","Shasta College","PUBLIC","CA",1200,0.29
"3373","025212","Arlington Career Institute","PROPRIETARY","TX",1200,0.29
"3374","010761","Dallas Institute of Funeral Service","PRIVATE NONPROFIT","TX",1300,0.29
"3375","021122","Great Lakes Institute of Technology","PROPRIETARY","PA",1300,0.29
"3376","026071","Paul Mitchell The School Boise","PROPRIETARY","ID",1300,0.29
"3377","039704","WellSpring School of Allied Health","PROPRIETARY","MO",1300,0.29
"3378","003546","Coastal Bend College","PUBLIC","TX",1400,0.29
"3379","042598","California Institute of Applied Technology","PROPRIETARY","CA",1400,0.29
"3380","041390","Midwestern Career College","PROPRIETARY","IL",1400,0.29
"3381","003762","Virginia University of Lynchburg","PRIVATE NONPROFIT","VA",1400,0.29
"3382","025383","Delta College of Arts & Technology","PROPRIETARY","LA",1500,0.29
"3383","021531","Paul Mitchell the School Murfreesboro","PROPRIETARY","TN",1700,0.29
"3384","003174","Oklahoma Panhandle State University","PUBLIC","OK",1700,0.29
"3385","001904","Bethany College","PRIVATE NONPROFIT","KS",1700,0.29
"3386","003577","Huston - Tillotson University","PRIVATE NONPROFIT","TX",1800,0.29
"3387","007593","Parisian Beauty Academy Paul Mitchell Partner School","PROPRIETARY","NJ",1800,0.29
"3388","013095","Salon Success Academy","PROPRIETARY","CA",1800,0.29
"3389","002919","Davidson-Davie Community College","PUBLIC","NC",1900,0.29
"3390","005697","Northwest - Shoals Community College","PUBLIC","AL",2000,0.29
"3391","042293","MedQuest College","PROPRIETARY","KY",2300,0.29
"3392","001201","Fullerton College","PUBLIC","CA",2400,0.29
"3393","007522","Continental School of Beauty Culture","PROPRIETARY","NY",2500,0.29
"3394","012358","Plaza College","PROPRIETARY","NY",2500,0.29
"3395","002026","Southern University at New Orleans","PUBLIC","LA",2900,0.29
"3396","010998","Pennsylvania Institute of Technology","PRIVATE NONPROFIT","PA",3000,0.29
"3397","002427","Northwest Mississippi Community College","PUBLIC","MS",3600,0.29
"3398","031085","Everglades University","PRIVATE NONPROFIT","FL",3800,0.29
"3399","009185","Rose State College","PUBLIC","OK",3900,0.29
"3400","012500","Ranken Technical College","PRIVATE NONPROFIT","MO",4400,0.29
"3401","004003","Central Texas College District","PUBLIC","TX",5400,0.29
"3402","004852","Clark State College","PUBLIC","OH",5700,0.29
"3403","005763","Central Georgia Technical College","PUBLIC","GA",5700,0.29
"3404","004598","Iowa Western Community College","PUBLIC","IA",5800,0.29
"3405","003590","McLennan Community College","PUBLIC","TX",6400,0.29
"3406","006858","Unity Environmental University","PRIVATE NONPROFIT","ME",8500,0.29
"3407","001571","Georgia Military College","PUBLIC","GA",8900,0.29
"3408","036614","South Florida Institute of Technology","PROPRIETARY","FL",9100,0.29
"3409","002986","Winston-Salem State University","PUBLIC","NC",9200,0.29
"3410","003522","Tennessee State University","PUBLIC","TN",10300,0.29
"3411","031150","Arizona College","PROPRIETARY","AZ",12300,0.29
"3412","011145","Lone Star College System","PUBLIC","TX",22200,0.29
"3413","022171","Pima Medical Institute","PROPRIETARY","AZ",32600,0.29
"3414","013039","South University","PROPRIETARY","GA",34800,0.29
"3415","041013","Carolina School of Broadcasting","PROPRIETARY","NC",100,0.3
"3416","042661","Apex Academy Hair Skin Nails School of Cosmetology","PROPRIETARY","OH",100,0.3
"3417","042036","Franklin Hair Academy School of Cosmetology","PROPRIETARY","TN",100,0.3
"3418","025189","Barrett & Co School of Hair Design","PROPRIETARY","KY",100,0.3
"3419","042793","Premier Academy of Cosmetology","PROPRIETARY","OK",100,0.3
"3420","021540","Divers Academy of the Eastern Seaboard","PROPRIETARY","NJ",100,0.3
"3421","031158","Brightwood College","PROPRIETARY","TX",100,0.3
"3422","041781","Carolina College of Hair Design","PROPRIETARY","NC",100,0.3
"3423","042672","Allgood Beauty Institute","PROPRIETARY","TX",100,0.3
"3424","042101","Stella and Charles Guttman Community College","PUBLIC","NY",100,0.3
"3425","021597","New Hope Christian College","PRIVATE NONPROFIT","OR",100,0.3
"3426","038763","Culpeper Cosmetology Training Center","PUBLIC","VA",100,0.3
"3427","001237","Merced College","PUBLIC","CA",100,0.3
"3428","041542","Carolina College of Biblical Studies","PRIVATE NONPROFIT","NC",100,0.3
"3429","009660","Tiffin Academy of Hair Design","PROPRIETARY","OH",100,0.3
"3430","008132","Toledo Public Schools Adult and Continuing Education","PUBLIC","OH",200,0.3
"3431","001217","Lassen College","PUBLIC","CA",200,0.3
"3432","042600","Institute of Medical Ultrasound","PROPRIETARY","GA",200,0.3
"3433","034413","Iowa School of Beauty","PROPRIETARY","IA",200,0.3
"3434","041506","Urban 113 School of Cosmetology","PROPRIETARY","ID",200,0.3
"3435","031001","Paramount Beauty Academy","PROPRIETARY","OH",200,0.3
"3436","041444","Academy of Hair Design (The)","PROPRIETARY","OK",200,0.3
"3437","041402","Mississippi Institute of Aesthetics, Nails, & Cosmetology","PROPRIETARY","MS",200,0.3
"3438","010922","University of Puerto Rico - Utuado","PUBLIC","PR",200,0.3
"3439","010741","Academy of Salon and Spa","PROPRIETARY","AR",200,0.3
"3440","038273","Charlotte Christian College and Theological Seminary","PRIVATE NONPROFIT","NC",200,0.3
"3441","035324","ATA College","PROPRIETARY","CA",200,0.3
"3442","008552","Stevens - The Institute of Business & Arts","PROPRIETARY","MO",200,0.3
"3443","042040","Aspen Beauty Academy - Laurel","PROPRIETARY","MD",300,0.3
"3444","001071","Arizona Western College","PUBLIC","AZ",300,0.3
"3445","042202","More Tech Institute","PROPRIETARY","FL",300,0.3
"3446","021345","La' James International College","PROPRIETARY","IA",300,0.3
"3447","007142","Lyle's College of Beauty","PROPRIETARY","CA",400,0.3
"3448","042342","Center for Ultrasound Research & Education","PROPRIETARY","NY",400,0.3
"3449","009590","Summit Salon Academy Kansas City","PROPRIETARY","MO",400,0.3
"3450","009767","Olive-Harvey College","PUBLIC","IL",400,0.3
"3451","025779","Santa Barbara Business College","PROPRIETARY","CA",400,0.3
"3452","041448","International Academy of Style","PROPRIETARY","NV",400,0.3
"3453","041741","Paul Mitchell the School Phoenix","PROPRIETARY","AZ",500,0.3
"3454","026070","Tricoci University of Beauty Culture","PROPRIETARY","IN",500,0.3
"3455","041454","Oxford Academy of Hair Design","PROPRIETARY","CT",500,0.3
"3456","042243","Valor Christian College","PRIVATE NONPROFIT","OH",500,0.3
"3457","030772","Paul Mitchell the School Missouri Columbia","PROPRIETARY","MO",500,0.3
"3458","023515","Northern Career Institute","PUBLIC","OH",500,0.3
"3459","008597","Feather River College","PUBLIC","CA",500,0.3
"3460","022417","PJ's College of Cosmetology","PROPRIETARY","IN",600,0.3
"3461","041211","Elevate Salon Institute","PROPRIETARY","MI",600,0.3
"3462","040433","Ace Institute of Technology","PROPRIETARY","NY",600,0.3
"3463","001026","Marion Military Institute","PUBLIC","AL",600,0.3
"3464","011596","Sylvain Melloul International Hair Academy","PROPRIETARY","VA",600,0.3
"3465","030799","City College","PROPRIETARY","FL",700,0.3
"3466","021928","Walnut Hill College","PROPRIETARY","PA",700,0.3
"3467","042440","California Intercontinental University","PROPRIETARY","SD",700,0.3
"3468","041707","Paul Mitchell The School St Louis","PROPRIETARY","MO",700,0.3
"3469","008955","Salon Professional Academy (The)","PROPRIETARY","PA",700,0.3
"3470","003146","Western Oklahoma State College","PUBLIC","OK",700,0.3
"3471","041630","Summit Salon Academy","PROPRIETARY","FL",700,0.3
"3472","009054","West Virginia Northern Community College","PUBLIC","WV",700,0.3
"3473","031060","Missouri State University - West Plains","PUBLIC","MO",800,0.3
"3474","042544","Arkansas State University - Mountain Home","PUBLIC","AR",800,0.3
"3475","008557","Nash Community College","PUBLIC","NC",800,0.3
"3476","033193","Creative Images Institute of Cosmetology","PROPRIETARY","OH",900,0.3
"3477","003554","Clarendon College","PUBLIC","TX",900,0.3
"3478","041407","Aveda Institute Chapel Hill","PROPRIETARY","NC",900,0.3
"3479","012929","South Hills Beauty Academy","PROPRIETARY","PA",900,0.3
"3480","003178","Seminole State College","PUBLIC","OK",1000,0.3
"3481","005452","Aviation Institute of Maintenance","PROPRIETARY","NJ",1000,0.3
"3482","003603","Ranger College","PUBLIC","TX",1000,0.3
"3483","023372","PJ's College of Cosmetology","PROPRIETARY","KY",1100,0.3
"3484","003600","Panola College","PUBLIC","TX",1300,0.3
"3485","023154","Northeast Texas Community College","PUBLIC","TX",1300,0.3
"3486","041476","Aveda Institute Las Vegas","PROPRIETARY","NV",1400,0.3
"3487","041528","Paul Mitchell The School Sacramento","PROPRIETARY","CA",1500,0.3
"3488","040573","Asher College","PROPRIETARY","CA",1600,0.3
"3489","036276","Florida Education Institute","PROPRIETARY","FL",1700,0.3
"3490","041930","Rio Grande Valley College","PROPRIETARY","TX",1800,0.3
"3491","003153","Connors State College","PUBLIC","OK",1900,0.3
"3492","041459","Celebrity School of Beauty","PROPRIETARY","FL",2000,0.3
"3493","012362","Northwestern College","PROPRIETARY","IL",2100,0.3
"3494","006960","Maysville Community and Technical College","PUBLIC","KY",2100,0.3
"3495","001902","Cowley College","PUBLIC","KS",2400,0.3
"3496","004788","Herkimer County Community College - SUNY Office of Community Colleges","PUBLIC","NY",2700,0.3
"3497","041529","Studio Academy of Beauty (The)","PROPRIETARY","AZ",3100,0.3
"3498","040383","ATA College","PROPRIETARY","KY",3700,0.3
"3499","003540","Amarillo College","PUBLIC","TX",4300,0.3
"3500","003283","Lackawanna College","PRIVATE NONPROFIT","PA",4600,0.3
"3501","010858","Avalon Institute","PROPRIETARY","AZ",4900,0.3
"3502","005317","Forsyth Technical Community College","PUBLIC","NC",5200,0.3
"3503","003992","Piedmont Technical College","PUBLIC","SC",5200,0.3
"3504","002396","Alcorn State University","PUBLIC","MS",5900,0.3
"3505","039563","South Louisiana Community College","PUBLIC","LA",7500,0.3
"3506","003765","Norfolk State University","PUBLIC","VA",10200,0.3
"3507","001002","Alabama Agricultural & Mechanical University","PUBLIC","AL",11600,0.3
"3508","002025","Southern University and Agricultural & Mechanical Colg at Baton Rouge","PUBLIC","LA",14700,0.3
"3509","004453","Dallas College","PUBLIC","TX",17100,0.3
"3510","010633","Houston Community College","PUBLIC","TX",29200,0.3
"3511","010198","ECPI University","PROPRIETARY","VA",30600,0.3
"3512","042589","Master's Barber & Styling College","PROPRIETARY","TN",100,0.31
"3513","042472","Western Maricopa Education Center","PUBLIC","AZ",100,0.31
"3514","030726","DCI Career Institute","PROPRIETARY","PA",100,0.31
"3515","042546","Medical Prep Institute of Tampa Bay","PROPRIETARY","FL",100,0.31
"3516","025490","Brightwood College","PROPRIETARY","CA",100,0.31
"3517","034984","Omega Institute of Cosmetology","PROPRIETARY","LA",100,0.31
"3518","042923","Florida Academy of Nursing, The","PROPRIETARY","FL",100,0.31
"3519","004617","National College","PROPRIETARY","TN",100,0.31
"3520","030306","Cortiva Institute","PROPRIETARY","UT",100,0.31
"3521","011735","Pike Lincoln Technical Center","PUBLIC","MO",100,0.31
"3522","006720","College of Alameda","PUBLIC","CA",100,0.31
"3523","023322","Hair Professionals Career College","PROPRIETARY","IL",100,0.31
"3524","031104","Paul Mitchell The School St. George","PROPRIETARY","UT",100,0.31
"3525","035193","Missouri College of Cosmetology North","PROPRIETARY","MO",100,0.31
"3526","025864","Trumbull Career and Technical Center-Adult Training Center","PUBLIC","OH",200,0.31
"3527","042134","Access Careers","PROPRIETARY","NY",200,0.31
"3528","009899","Lowell Academy Hair Styling Institute","PROPRIETARY","MA",200,0.31
"3529","042482","DeHart Technical School","PROPRIETARY","CA",200,0.31
"3530","030977","Central California School of Continuing Education","PROPRIETARY","CA",200,0.31
"3531","037764","Orion Institute","PROPRIETARY","OH",300,0.31
"3532","012948","Rob Roy Academy","PROPRIETARY","MA",300,0.31
"3533","012064","Orion Technical College","PROPRIETARY","IA",300,0.31
"3534","042728","Independent Training & Apprenticeship Program","PROPRIETARY","CA",400,0.31
"3535","041492","Xcell Academy A Paul Mitchell School","PROPRIETARY","AL",400,0.31
"3536","005760","Northern Maine Community College","PUBLIC","ME",500,0.31
"3537","034224","College of Biblical Studies-Houston","PRIVATE NONPROFIT","TX",500,0.31
"3538","008259","Educators of Beauty College of Cosmetology","PROPRIETARY","IL",500,0.31
"3539","008189","Continental School of Beauty Culture","PROPRIETARY","NY",500,0.31
"3540","030790","ETI Technical College of Niles","PROPRIETARY","OH",500,0.31
"3541","041834","Salon Professional Academy (The)","PROPRIETARY","AR",500,0.31
"3542","010629","PB Cosmetology Education Centre","PROPRIETARY","NJ",500,0.31
"3543","006941","Dallas Christian College","PRIVATE NONPROFIT","TX",500,0.31
"3544","003758","Danville Community College","PUBLIC","VA",600,0.31
"3545","039073","Paul Mitchell The School Great Lakes","PROPRIETARY","MI",600,0.31
"3546","002911","Bennett College","PRIVATE NONPROFIT","NC",600,0.31
"3547","042031","Paul Mitchell The School Reno","PROPRIETARY","NV",600,0.31
"3548","040894","CCI Training Center","PROPRIETARY","TX",700,0.31
"3549","025782","Nossi College of Art and Design","PROPRIETARY","TN",700,0.31
"3550","003180","Southwestern Christian University","PRIVATE NONPROFIT","OK",800,0.31
"3551","030653","Paul Mitchell The School Tinley Park","PROPRIETARY","IL",900,0.31
"3552","036506","PC Age","PROPRIETARY","NJ",900,0.31
"3553","021178","Aveda Arts & Sciences Institute Lafayette","PROPRIETARY","LA",1000,0.31
"3554","009284","Brittany Beauty School","PROPRIETARY","NY",1100,0.31
"3555","038393","Aveda Arts & Sciences Institute New York","PROPRIETARY","NY",1100,0.31
"3556","020564","Capri Cosmetology Learning Center","PROPRIETARY","NY",1100,0.31
"3557","001031","Northeast Alabama Community College","PUBLIC","AL",1100,0.31
"3558","026023","Central Coast College","PROPRIETARY","CA",1200,0.31
"3559","021466","South Mountain Community College","PUBLIC","AZ",1300,0.31
"3560","012182","Chattahoochee Valley Community College","PUBLIC","AL",1300,0.31
"3561","023485","Lamar State College Port Arthur","PUBLIC","TX",1300,0.31
"3562","042185","Innovate Salon Academy","PROPRIETARY","NJ",1400,0.31
"3563","011621","Automotive Training Center","PROPRIETARY","PA",1900,0.31
"3564","023405","St. Louis College of Health Careers","PROPRIETARY","MO",2000,0.31
"3565","012165","Atlanta Metropolitan  State College","PUBLIC","GA",2000,0.31
"3566","012912","Campus","PROPRIETARY","CA",2200,0.31
"3567","021274","YTI Career Institute","PROPRIETARY","PA",2400,0.31
"3568","002489","Missouri Valley College","PRIVATE NONPROFIT","MO",2600,0.31
"3569","030425","Carrington College","PROPRIETARY","OR",2600,0.31
"3570","010060","Vernon College","PUBLIC","TX",2600,0.31
"3571","003026","Central State University","PUBLIC","OH",3600,0.31
"3572","004062","Pitt Community College","PUBLIC","NC",4000,0.31
"3573","021907","Fortis College","PROPRIETARY","OH",4100,0.31
"3574","007598","Hocking Technical College","PUBLIC","OH",4600,0.31
"3575","003290","Lincoln University","PUBLIC","PA",4800,0.31
"3576","002430","Pearl River Community College","PUBLIC","MS",5000,0.31
"3577","008871","Concorde Career College","PROPRIETARY","CO",5100,0.31
"3578","020753","University of Arkansas - Pulaski Technical College","PUBLIC","AR",7300,0.31
"3579","001005","Alabama State University","PUBLIC","AL",7900,0.31
"3580","007640","Fayetteville Technical Community College","PUBLIC","NC",8100,0.31
"3581","001533","Tallahassee State College","PUBLIC","FL",9500,0.31
"3582","003634","Texas State Technical College","PUBLIC","TX",11700,0.31
"3583","009748","Carrington College","PROPRIETARY","CA",13700,0.31
"3584","003549","Blinn College","PUBLIC","TX",16700,0.31
"3585","008221","Universal Technical Institute","PROPRIETARY","AZ",28000,0.31
"3586","033343","Universidad Católica Nordestana","FOREIGN","FC",100,0.32
"3587","008424","La' James International College","PROPRIETARY","IA",100,0.32
"3588","021043","Otsego Delaware Schoharie Greene BOCES","PUBLIC","NY",100,0.32
"3589","026038","Lorain County JVS Adult Career Center","PUBLIC","OH",100,0.32
"3590","041678","Innovations Design Academy","PROPRIETARY","IL",100,0.32
"3591","041739","Evolve Beauty Academy","PROPRIETARY","MO",100,0.32
"3592","042460","Michael K. Galvin Beauty & Business Academy","PROPRIETARY","RI",100,0.32
"3593","042605","Digital Media Institute","PRIVATE NONPROFIT","LA",100,0.32
"3594","041634","Cosmo Beauty Academy","PROPRIETARY","CA",100,0.32
"3595","042694","Crown Cutz Academy Bristol","PROPRIETARY","VA",100,0.32
"3596","021282","Bridges Beauty College","PROPRIETARY","CA",100,0.32
"3597","040063","Nuvo College of Cosmetology","PROPRIETARY","MI",100,0.32
"3598","042697","UR Beauty & Barber Academy","PROPRIETARY","FL",100,0.32
"3599","025957","Hillsdale Beauty College","PROPRIETARY","MI",100,0.32
"3600","042110","Salon Professional Academy (The)","PROPRIETARY","AL",100,0.32
"3601","038324","Cosmetology School of Arts & Sciences","PROPRIETARY","ID",100,0.32
"3602","009231","Washington County Community College","PUBLIC","ME",200,0.32
"3603","034033","Epic Bible College","PRIVATE NONPROFIT","CA",200,0.32
"3604","023120","Bergen County Technical Schools","PUBLIC","NJ",200,0.32
"3605","042261","Lawrence & Company College of Cosmetology","PROPRIETARY","CA",200,0.32
"3606","025606","Pinnacle Institute of Cosmetology","PROPRIETARY","NC",200,0.32
"3607","041241","Elite College of Cosmetology","PROPRIETARY","TN",200,0.32
"3608","041560","Paul Mitchell the School NYC","PROPRIETARY","NY",200,0.32
"3609","042761","Champion Christian College","PRIVATE NONPROFIT","AR",200,0.32
"3610","041699","American Beauty Academy","PROPRIETARY","UT",200,0.32
"3611","041280","Millennium Training Institute","PROPRIETARY","MA",200,0.32
"3612","041673","Salon Professional Academy (The)","PROPRIETARY","FL",200,0.32
"3613","042170","Healthcare Training Institute","PROPRIETARY","LA",200,0.32
"3614","007659","La' James College of Hairstyling","PROPRIETARY","IA",300,0.32
"3615","010280","Ohio State Beauty Academy","PROPRIETARY","OH",300,0.32
"3616","041751","Paul Mitchell The School Honolulu","PROPRIETARY","HI",300,0.32
"3617","041416","Omega Studios' School of Applied Recording Arts & Sciences","PROPRIETARY","MD",300,0.32
"3618","030282","Trinity College of Florida","PRIVATE NONPROFIT","FL",300,0.32
"3619","041953","Elevate Salon Institute","PROPRIETARY","CO",300,0.32
"3620","021407","Canton City School District Adult Career & Technical Education","PUBLIC","OH",300,0.32
"3621","042579","American Barber and Beauty Academy","PROPRIETARY","PA",300,0.32
"3622","022809","Mid-Atlantic Christian University","PRIVATE NONPROFIT","NC",300,0.32
"3623","042602","Elite Cosmetology, Barber & Spa Academy","PROPRIETARY","WA",400,0.32
"3624","023396","Rogers Academy of Hair Design","PROPRIETARY","IN",400,0.32
"3625","042654","Ann Webb Skin Institute","PROPRIETARY","TX",400,0.32
"3626","011941","American University of Puerto Rico","PRIVATE NONPROFIT","PR",400,0.32
"3627","037663","Cortiva Institute","PROPRIETARY","PA",400,0.32
"3628","042763","American Massage & Bodywork Institute","PROPRIETARY","VA",400,0.32
"3629","034334","New Concept Massage & Beauty School","PROPRIETARY","FL",500,0.32
"3630","033713","TONI&GUY Hairdressing Academy","PROPRIETARY","TX",500,0.32
"3631","030676","Raphael's School of Beauty Culture","PROPRIETARY","OH",500,0.32
"3632","023542","Scioto County Career Technical Center","PUBLIC","OH",500,0.32
"3633","041485","Medical Institute of Palm Beach","PROPRIETARY","FL",500,0.32
"3634","020814","Arlington Baptist University","PRIVATE NONPROFIT","TX",600,0.32
"3635","021244","University of Spa & Cosmetology Arts","PROPRIETARY","IL",600,0.32
"3636","020870","Ozarka College","PUBLIC","AR",600,0.32
"3637","041260","Paul Mitchell The School Cleveland","PROPRIETARY","OH",600,0.32
"3638","041738","Salon Professional Academy (The)","PROPRIETARY","CO",600,0.32
"3639","041254","Paul Mitchell The School Austin","PROPRIETARY","TX",600,0.32
"3640","021127","Paul Mitchell the School North Haven","PROPRIETARY","CT",700,0.32
"3641","039655","Hair Expressions Academy -  Paul Mitchell The School - Jessup","PROPRIETARY","MD",700,0.32
"3642","003596","Odessa College","PUBLIC","TX",700,0.32
"3643","023268","Meridian College","PROPRIETARY","FL",700,0.32
"3644","042093","Paul Mitchell The School Overland Park","PROPRIETARY","KS",700,0.32
"3645","001280","San Joaquin Delta College","PUBLIC","CA",800,0.32
"3646","026031","Crave Beauty Academy","PROPRIETARY","KS",800,0.32
"3647","026002","Ocean Corporation (The)","PROPRIETARY","TX",900,0.32
"3648","006136","National Aviation Academy - New England","PROPRIETARY","MA",900,0.32
"3649","025568","Paul Mitchell the School Salt Lake City","PROPRIETARY","UT",900,0.32
"3650","041851","Northeast Technical Institute","PROPRIETARY","ME",900,0.32
"3651","021256","Michigan College of Beauty-Troy","PROPRIETARY","MI",1000,0.32
"3652","011866","Lu Ross Academy","PROPRIETARY","CA",1000,0.32
"3653","034903","Paul Mitchell the School Chicago","PROPRIETARY","IL",1100,0.32
"3654","033326","Delta College","PROPRIETARY","LA",1200,0.32
"3655","001862","Ellsworth Community College","PUBLIC","IA",1300,0.32
"3656","034343","Fortis College","PROPRIETARY","FL",1400,0.32
"3657","003294","Manor College","PRIVATE NONPROFIT","PA",1500,0.32
"3658","021506","Cosmetology and Spa Academy","PROPRIETARY","IL",1500,0.32
"3659","003583","Lee College","PUBLIC","TX",1800,0.32
"3660","022385","Central Oklahoma College","PROPRIETARY","OK",1900,0.32
"3661","007401","Mandl School","PROPRIETARY","NY",1900,0.32
"3662","036273","Lamar Institute of Technology","PUBLIC","TX",1900,0.32
"3663","005208","College of Westchester (The)","PROPRIETARY","NY",1900,0.32
"3664","036783","Pima Medical Institute","PROPRIETARY","NM",2000,0.32
"3665","003573","Hill College","PUBLIC","TX",2000,0.32
"3666","001486","Florida Memorial University","PRIVATE NONPROFIT","FL",2100,0.32
"3667","008848","Warner University","PRIVATE NONPROFIT","FL",2300,0.32
"3668","030063","IBMC College","PROPRIETARY","CO",2300,0.32
"3669","037894","River Parishes Community College","PUBLIC","LA",2400,0.32
"3670","003711","Ferrum College","PRIVATE NONPROFIT","VA",2400,0.32
"3671","003572","Trinity Valley Community College","PUBLIC","TX",3100,0.32
"3672","026094","Valley College","PROPRIETARY","WV",3900,0.32
"3673","033674","Community Care College","PRIVATE NONPROFIT","OK",4100,0.32
"3674","007164","Bryan University","PROPRIETARY","AZ",5600,0.32
"3675","001865","Iowa Central Community College","PUBLIC","IA",6300,0.32
"3676","004838","Guilford Technical Community College","PUBLIC","NC",10000,0.32
"3677","001544","Albany State University","PUBLIC","GA",11200,0.32
"3678","023069","Iowa School of Beauty","PROPRIETARY","IA",100,0.33
"3679","035353","Huntingdon County Career and Technology Center","PUBLIC","PA",100,0.33
"3680","041581","Aiken School of Cosmetology and Barbering","PROPRIETARY","SC",100,0.33
"3681","005008","Mountain State College","PROPRIETARY","WV",100,0.33
"3682","024978","Greene County Career Center","PUBLIC","OH",100,0.33
"3683","030021","Kentucky Mountain Bible College","PRIVATE NONPROFIT","KY",100,0.33
"3684","042253","Creative Touch Cosmetology School","PROPRIETARY","IL",100,0.33
"3685","032633","Traxler's School of Hair","PROPRIETARY","MS",100,0.33
"3686","030520","Meredith Manor International Equestrian Centre","PROPRIETARY","WV",100,0.33
"3687","022018","Brightwood College","PROPRIETARY","IN",100,0.33
"3688","025565","Yukon Beauty College","PROPRIETARY","OK",100,0.33
"3689","042996","Beaver Beauty Academy","PROPRIETARY","GA",100,0.33
"3690","007937","Ms Roberts Academy of Beauty Culture","PROPRIETARY","IL",100,0.33
"3691","009962","Luna Community College","PUBLIC","NM",100,0.33
"3692","020616","Wayne's College of Beauty","PROPRIETARY","CA",100,0.33
"3693","023214","Toni & Guy Hairdressing Academy","PROPRIETARY","GA",100,0.33
"3694","022022","Stylemasters College of Hair Design","PROPRIETARY","WA",200,0.33
"3695","012351","Phagans' School of Beauty","PROPRIETARY","OR",200,0.33
"3696","012842","Oxnard College","PUBLIC","CA",200,0.33
"3697","025950","Hair Academy The","PROPRIETARY","TN",200,0.33
"3698","032663","Bethesda University","PRIVATE NONPROFIT","CA",200,0.33
"3699","012260","East Arkansas Community College","PUBLIC","AR",200,0.33
"3700","020565","Mitchell's Academy","PROPRIETARY","NC",200,0.33
"3701","021169","Upper Valley Career Center","PUBLIC","OH",200,0.33
"3702","041775","Pure Aesthetics Natural Skincare School","PROPRIETARY","AZ",200,0.33
"3703","042911","Commercial Divers International","PROPRIETARY","AZ",200,0.33
"3704","041896","State Career College","PROPRIETARY","IL",300,0.33
"3705","012930","Charles & Sue's School of Hair Design","PROPRIETARY","TX",300,0.33
"3706","004855","Davis University","PROPRIETARY","OH",300,0.33
"3707","025204","Adrians Beauty College of Turlock","PROPRIETARY","CA",300,0.33
"3708","042745","Strand Institute of Beauty & Esthetics (The)","PROPRIETARY","TX",300,0.33
"3709","023245","Michigan College of Beauty-Monroe","PROPRIETARY","MI",300,0.33
"3710","034114","International Training Careers","PRIVATE NONPROFIT","FL",300,0.33
"3711","007459","Paier College","PROPRIETARY","CT",300,0.33
"3712","007921","Paul Mitchell The School Arkansas","PROPRIETARY","AR",400,0.33
"3713","041711","Paul Mitchell The School - Delaware","PROPRIETARY","DE",400,0.33
"3714","022750","Jenny Lea Academy of Cosmetology","PROPRIETARY","TN",400,0.33
"3715","004666","American College for Medical Careers","PROPRIETARY","FL",400,0.33
"3716","022850","Paul Mitchell The School Huntsville","PROPRIETARY","AL",400,0.33
"3717","041548","DuVall's School of Cosmetology","PROPRIETARY","TX",500,0.33
"3718","042047","Paul Mitchell The School Raleigh","PROPRIETARY","NC",500,0.33
"3719","042160","Universal Training Institute","PROPRIETARY","NJ",500,0.33
"3720","038853","Employment Solutions","PRIVATE NONPROFIT","KY",500,0.33
"3721","039644","International School of Beauty","PROPRIETARY","CA",500,0.33
"3722","022775","House of Heavilin Beauty College","PROPRIETARY","MO",600,0.33
"3723","012090","Robert Fiance Beauty Schools","PROPRIETARY","NJ",600,0.33
"3724","030752","Twin City Beauty College","PROPRIETARY","MI",700,0.33
"3725","042405","Paul Mitchell The School Tulsa","PROPRIETARY","OK",700,0.33
"3726","025410","Alaska Career College","PROPRIETARY","AK",700,0.33
"3727","022023","Pittsburgh Career Institute","PROPRIETARY","PA",800,0.33
"3728","026127","Salon Professional Academy - Melbourne, The","PROPRIETARY","FL",900,0.33
"3729","041703","Beauty Academy of South Florida","PROPRIETARY","FL",900,0.33
"3730","041800","Cinta Aveda Institute","PROPRIETARY","CA",900,0.33
