"","OPE_ID","School_Name","School_Type","State","Total_Borrowers_Evaluated","Nonpayment_Rate"
"1349","041382","Salon Professional Academy (The)","PROPRIETARY","WI",200,0.15
"1350","041539","Providence Christian College","PRIVATE NONPROFIT","CA",200,0.15
"1351","034835","Cascadia College","PUBLIC","WA",300,0.15
"1352","021515","Central Susquehanna LPN Career Center","PUBLIC","PA",300,0.15
"1353","039653","New England College of Business and Finance","PROPRIETARY","MA",400,0.15
"1354","007206","University of Puerto Rico - Cayey","PUBLIC","PR",400,0.15
"1355","030149","Platt College","PROPRIETARY","CO",400,0.15
"1356","025395","Irvine Valley College","PUBLIC","CA",400,0.15
"1357","001124","Cabrillo  College","PUBLIC","CA",400,0.15
"1358","001955","Berea College","PRIVATE NONPROFIT","KY",400,0.15
"1359","003943","University of Puerto Rico - Humacao","PUBLIC","PR",400,0.15
"1360","010594","Richmond, The American International University in London","FOREIGN","FC",500,0.15
"1361","001287","Santa Rosa Junior College","PUBLIC","CA",500,0.15
"1362","022699","Pennsylvania College of Art & Design","PRIVATE NONPROFIT","PA",500,0.15
"1363","001197","El Camino College","PUBLIC","CA",500,0.15
"1364","007690","Kankakee Community College","PUBLIC","IL",500,0.15
"1365","007115","Moorpark College","PUBLIC","CA",600,0.15
"1366","035163","King's University (The)","PRIVATE NONPROFIT","TX",600,0.15
"1367","005500","Manhattan Area Technical College","PUBLIC","KS",600,0.15
"1368","003938","INTER AMERICAN UNIVERSITY OF PUERTO RICO - SAN GERMAN CAMPUS","PRIVATE NONPROFIT","PR",700,0.15
"1369","042107","New York Institute of Beauty","PROPRIETARY","NY",800,0.15
"1370","039603","New River Community and Technical College","PUBLIC","WV",800,0.15
"1371","032993","Pacific College","PROPRIETARY","CA",900,0.15
"1372","001236","Menlo College","PRIVATE NONPROFIT","CA",900,0.15
"1373","005759","Northwest Technical College - Bemidji","PUBLIC","MN",1000,0.15
"1374","001799","Goshen College","PRIVATE NONPROFIT","IN",1000,0.15
"1375","003467","Presentation College","PRIVATE NONPROFIT","SD",1100,0.15
"1376","001179","Notre Dame de Namur University","PRIVATE NONPROFIT","CA",1100,0.15
"1377","002512","Stephens College","PRIVATE NONPROFIT","MO",1200,0.15
"1378","021049","Sumner College","PROPRIETARY","OR",1200,0.15
"1379","001994","Hopkinsville Community College","PUBLIC","KY",1200,0.15
"1380","003351","Cairn University","PRIVATE NONPROFIT","PA",1200,0.15
"1381","002993","Mayville State University","PUBLIC","ND",1200,0.15
"1382","003777","Heritage University","PRIVATE NONPROFIT","WA",1200,0.15
"1383","002709","Concordia College","PRIVATE NONPROFIT","NY",1300,0.15
"1384","003008","Valley City State University","PUBLIC","ND",1300,0.15
"1385","010153","Helene Fuld College of Nursing","PRIVATE NONPROFIT","NY",1400,0.15
"1386","001958","Brescia University","PRIVATE NONPROFIT","KY",1400,0.15
"1387","002763","Maria College","PRIVATE NONPROFIT","NY",1400,0.15
"1388","032423","Career Networks Institute","PROPRIETARY","CA",1400,0.15
"1389","003225","Warner Pacific University","PRIVATE NONPROFIT","OR",1400,0.15
"1390","002369","North Central University","PRIVATE NONPROFIT","MN",1400,0.15
"1391","002383","Crown College","PRIVATE NONPROFIT","MN",1500,0.15
"1392","001223","Los Angeles City College","PUBLIC","CA",1600,0.15
"1393","003935","University of Guam","PUBLIC","GU",1600,0.15
"1394","004759","CUNY York College","PUBLIC","NY",1600,0.15
"1395","002548","Hastings College","PRIVATE NONPROFIT","NE",1600,0.15
"1396","001852","Clarke University","PRIVATE NONPROFIT","IA",1700,0.15
"1397","001102","Ouachita Baptist University","PRIVATE NONPROFIT","AR",1700,0.15
"1398","001846","Briar Cliff University","PRIVATE NONPROFIT","IA",1700,0.15
"1399","003431","Converse University","PRIVATE NONPROFIT","SC",1800,0.15
"1400","032343","Charter Oak State College","PUBLIC","CT",1800,0.15
"1401","001787","Bethel University","PRIVATE NONPROFIT","IN",1800,0.15
"1402","001113","Antelope Valley College","PUBLIC","CA",2000,0.15
"1403","007607","Concorde Career College","PROPRIETARY","CA",2200,0.15
"1404","003302","Mount Aloysius College","PRIVATE NONPROFIT","PA",2300,0.15
"1405","001975","Midway University","PRIVATE NONPROFIT","KY",2300,0.15
"1406","003861","Marian University","PRIVATE NONPROFIT","WI",2400,0.15
"1407","003584","LeTourneau University","PRIVATE NONPROFIT","TX",2700,0.15
"1408","003704","Bridgewater College","PRIVATE NONPROFIT","VA",2800,0.15
"1409","002769","Marymount Manhattan College","PRIVATE NONPROFIT","NY",2800,0.15
"1410","007032","MidAmerica Nazarene University","PRIVATE NONPROFIT","KS",2800,0.15
"1411","001722","McKendree University","PRIVATE NONPROFIT","IL",3100,0.15
"1412","003084","Muskingum University","PRIVATE NONPROFIT","OH",3200,0.15
"1413","003818","University of Charleston","PRIVATE NONPROFIT","WV",3200,0.15
"1414","003823","West Liberty University","PUBLIC","WV",3200,0.15
"1415","002282","Madonna University","PRIVATE NONPROFIT","MI",3300,0.15
"1416","004926","Tri-County Technical College","PUBLIC","SC",3400,0.15
"1417","002668","Alfred University","PRIVATE NONPROFIT","NY",3500,0.15
"1418","003654","University of Saint Thomas","PRIVATE NONPROFIT","TX",3700,0.15
"1419","001972","Lindsey Wilson College","PRIVATE NONPROFIT","KY",3700,0.15
"1420","036393","Smith Chason College","PROPRIETARY","CA",4200,0.15
"1421","002703","University of Mount Saint Vincent","PRIVATE NONPROFIT","NY",4300,0.15
"1422","002566","Wayne State College","PUBLIC","NE",4300,0.15
"1423","001768","Saint Xavier University","PRIVATE NONPROFIT","IL",4700,0.15
"1424","001693","Northeastern Illinois University","PUBLIC","IL",4700,0.15
"1425","038383","Nightingale College","PROPRIETARY","UT",4700,0.15
"1426","001816","Indiana University - South Bend","PUBLIC","IN",4900,0.15
"1427","042788","Los Angeles Pacific University","PRIVATE NONPROFIT","CA",4900,0.15
"1428","003419","Charleston Southern University","PRIVATE NONPROFIT","SC",5000,0.15
"1429","001741","Olivet Nazarene University","PRIVATE NONPROFIT","IL",5500,0.15
"1430","021922","Thomas Edison State University","PUBLIC","NJ",5500,0.15
"1431","002107","Stevenson University","PRIVATE NONPROFIT","MD",5600,0.15
"1432","011462","University of Alaska Anchorage","PUBLIC","AK",5700,0.15
"1433","003179","Southeastern Oklahoma State University","PUBLIC","OK",5900,0.15
"1434","003940","Inter American University of Puerto Rico - Metropolitan Campus","PRIVATE NONPROFIT","PR",6000,0.15
"1435","002844","SUNY at Fredonia","PUBLIC","NY",6100,0.15
"1436","001926","Pittsburg State University","PUBLIC","KS",6600,0.15
"1437","002849","State University of New York at Plattsburgh","PUBLIC","NY",6700,0.15
"1438","002591","Plymouth State University of the University System of New Hampshire","PUBLIC","NH",7100,0.15
"1439","003407","Rhode Island College","PUBLIC","RI",7300,0.15
"1440","001827","Purdue University Northwest","PUBLIC","IN",7400,0.15
"1441","001976","Morehead State University","PUBLIC","KY",8200,0.15
"1442","001016","University of North Alabama","PUBLIC","AL",8600,0.15
"1443","001733","National Louis University","PRIVATE NONPROFIT","IL",8800,0.15
"1444","004673","Baker College","PRIVATE NONPROFIT","MI",8900,0.15
"1445","002454","University of Central Missouri","PUBLIC","MO",9500,0.15
"1446","002501","Southeast Missouri State University","PUBLIC","MO",9800,0.15
"1447","002210","University of Massachusetts - Dartmouth","PUBLIC","MA",10200,0.15
"1448","010286","Empire State University","PUBLIC","NY",10300,0.15
"1449","001358","Colorado Mesa University","PUBLIC","CO",10300,0.15
"1450","002480","Lindenwood University","PRIVATE NONPROFIT","MO",10500,0.15
"1451","003322","Kutztown University of Pennsylvania","PUBLIC","PA",11200,0.15
"1452","003145","Youngstown State University","PUBLIC","OH",12400,0.15
"1453","001758","Southern Illinois University at Carbondale","PUBLIC","IL",13000,0.15
"1454","007948","Wilmington University","PRIVATE NONPROFIT","DE",13000,0.15
"1455","003123","University of Akron (The)","PUBLIC","OH",16100,0.15
"1456","003032","Cleveland State University","PUBLIC","OH",17000,0.15
"1457","003315","Commonwealth University of Pennsylvania","PUBLIC","PA",18900,0.15
"1458","010115","University of Texas at San Antonio","PUBLIC","TX",33200,0.15
"1459","001577","Kennesaw State University","PUBLIC","GA",37400,0.15
"1460","003594","University of North Texas","PUBLIC","TX",44000,0.15
"1461","020530","Liberty University","PRIVATE NONPROFIT","VA",133200,0.15
"1462","009828","Altierus Career Education","PRIVATE NONPROFIT","MI",100,0.16
"1463","042565","Baldy View Regional Occupational Program","PUBLIC","CA",100,0.16
"1464","020757","Briarcliffe College","PROPRIETARY","NY",100,0.16
"1465","038626","Veritas Baptist College","PRIVATE NONPROFIT","IN",100,0.16
"1466","042112","Brighton Institute of Cosmetology","PROPRIETARY","MI",100,0.16
"1467","021159","University of Portsmouth","FOREIGN","FC",100,0.16
"1468","032793","Myotherapy Institute","PROPRIETARY","NE",100,0.16
"1469","042937","Salon Professional Academy of Holland (The)","PROPRIETARY","MI",100,0.16
"1470","042514","Elim Bible College","PRIVATE NONPROFIT","NY",100,0.16
"1471","007544","Appalachian Bible College","PRIVATE NONPROFIT","WV",100,0.16
"1472","001344","Yuba College","PUBLIC","CA",100,0.16
"1473","035153","University of Central Lancashire","FOREIGN","FC",100,0.16
"1474","037323","IYRS School of Technology & Trades","PRIVATE NONPROFIT","RI",100,0.16
"1475","041482","Beyond 21st Century Beauty Academy","PROPRIETARY","CA",100,0.16
"1476","021562","Technical College of the Rockies","PUBLIC","CO",100,0.16
"1477","003183","Saint Gregory's University","PRIVATE NONPROFIT","OK",200,0.16
"1478","011715","Joseph F. McCloskey School of Nursing at Schuylkill Health","PRIVATE NONPROFIT","PA",200,0.16
"1479","007916","Franklin County Career and Technology Center","PUBLIC","PA",200,0.16
"1480","001464","Wesley Theological Seminary","PRIVATE NONPROFIT","DC",200,0.16
"1481","042837","Oregon Coast Community College","PUBLIC","OR",200,0.16
"1482","042537","Sacramento Ultrasound Institute","PROPRIETARY","CA",200,0.16
"1483","003189","Clatsop Community College","PUBLIC","OR",200,0.16
"1484","040013","Los Angeles College of Aesthetics","PROPRIETARY","CA",200,0.16
"1485","003687","Green Mountain College","PRIVATE NONPROFIT","VT",300,0.16
"1486","003761","Wytheville Community College","PUBLIC","VA",300,0.16
"1487","042827","Urshan University","PRIVATE NONPROFIT","MO",300,0.16
"1488","022427","Berkeley City College","PUBLIC","CA",300,0.16
"1489","042278","Bethany Global University","PRIVATE NONPROFIT","MN",400,0.16
"1490","022774","South Coast College","PROPRIETARY","CA",400,0.16
"1491","023357","Baton Rouge General Medical Center","PRIVATE NONPROFIT","LA",400,0.16
"1492","030634","Modern Technology School","PROPRIETARY","CA",400,0.16
"1493","041898","Academy for Salon Professionals","PROPRIETARY","CA",400,0.16
"1494","030450","University of East London","FOREIGN","FC",400,0.16
"1495","030199","Capstone College","PROPRIETARY","CA",500,0.16
"1496","042597","University of Saint Katherine","PRIVATE NONPROFIT","CA",500,0.16
"1497","001061","Alaska Pacific University","PRIVATE NONPROFIT","AK",500,0.16
"1498","025326","Landmark College","PRIVATE NONPROFIT","VT",500,0.16
"1499","010814","Pittsburgh Institute of Mortuary Science","PRIVATE NONPROFIT","PA",500,0.16
"1500","031007","Carroll Community College","PUBLIC","MD",500,0.16
"1501","030439","NewSchool of Architecture and Design","PROPRIETARY","CA",600,0.16
"1502","001166","Citrus College","PUBLIC","CA",600,0.16
"1503","021758","Centra College","PRIVATE NONPROFIT","VA",700,0.16
"1504","001193","Cypress College","PUBLIC","CA",700,0.16
"1505","001212","Humphreys University","PRIVATE NONPROFIT","CA",800,0.16
"1506","004999","Bellingham Technical College","PUBLIC","WA",800,0.16
"1507","011859","Word of Life Bible Institute","PRIVATE NONPROFIT","NY",900,0.16
"1508","008659","Laurel Ridge Community College","PUBLIC","VA",900,0.16
"1509","001747","Rock Valley College","PUBLIC","IL",1000,0.16
"1510","002960","Salem College","PRIVATE NONPROFIT","NC",1000,0.16
"1511","002041","University of Maine - Fort Kent","PUBLIC","ME",1000,0.16
"1512","001998","Southeast Kentucky Community and Technical College","PUBLIC","KY",1100,0.16
"1513","001443","Gallaudet University","PRIVATE NONPROFIT","DC",1100,0.16
"1514","003734","Randolph College","PRIVATE NONPROFIT","VA",1100,0.16
"1515","003776","Everett Community College","PUBLIC","WA",1200,0.16
"1516","010027","James A. Rhodes State College","PUBLIC","OH",1300,0.16
"1517","003536","Bryan College","PRIVATE NONPROFIT","TN",1300,0.16
"1518","021785","Eagle Gate College","PROPRIETARY","UT",1300,0.16
"1519","001219","Long Beach City College","PUBLIC","CA",1500,0.16
"1520","002537","University of Montana Western (The)","PUBLIC","MT",1500,0.16
"1521","008284","Mitchell Technical College","PUBLIC","SD",1600,0.16
"1522","003495","Johnson University","PRIVATE NONPROFIT","TN",1600,0.16
"1523","002187","Massachusetts College of Liberal Arts","PUBLIC","MA",1700,0.16
"1524","002939","Lees-McRae College","PRIVATE NONPROFIT","NC",1700,0.16
"1525","003961","Harper College","PUBLIC","IL",1700,0.16
"1526","001041","Spring Hill College","PRIVATE NONPROFIT","AL",1800,0.16
"1527","003482","Christian Brothers University","PRIVATE NONPROFIT","TN",1800,0.16
"1528","002599","Centenary University","PRIVATE NONPROFIT","NJ",1800,0.16
"1529","005544","Alexandria Technical and Community College","PUBLIC","MN",1800,0.16
"1530","003069","Lourdes University","PRIVATE NONPROFIT","OH",1900,0.16
"1531","003293","Lycoming College","PRIVATE NONPROFIT","PA",1900,0.16
"1532","004641","Dunwoody College of Technology","PRIVATE NONPROFIT","MN",1900,0.16
"1533","005026","Inter American University of Puerto Rico - Arecibo Campus","PRIVATE NONPROFIT","PR",2000,0.16
"1534","002123","Becker College","PRIVATE NONPROFIT","MA",2000,0.16
"1535","001748","Rockford University","PRIVATE NONPROFIT","IL",2100,0.16
"1536","004711","State Technical College of Missouri","PUBLIC","MO",2200,0.16
"1537","002729","Hartwick College","PRIVATE NONPROFIT","NY",2300,0.16
"1538","001785","Anderson University","PRIVATE NONPROFIT","IN",2300,0.16
"1539","003035","Ohio Dominican University","PRIVATE NONPROFIT","OH",2400,0.16
"1540","002994","Minot State University","PUBLIC","ND",2400,0.16
"1541","003239","Bucks County Community College","PUBLIC","PA",2600,0.16
"1542","001820","Manchester University","PRIVATE NONPROFIT","IN",2700,0.16
"1543","009740","Inver Hills Community College","PUBLIC","MN",2700,0.16
"1544","002539","Chadron State College","PUBLIC","NE",2700,0.16
"1545","003854","Lakeland University","PRIVATE NONPROFIT","WI",2800,0.16
"1546","002086","Mount St. Mary's University","PRIVATE NONPROFIT","MD",3000,0.16
"1547","002988","Bismarck State College","PUBLIC","ND",3000,0.16
"1548","002109","McDaniel College","PRIVATE NONPROFIT","MD",3100,0.16
"1549","001215","La Sierra University","PRIVATE NONPROFIT","CA",3100,0.16
"1550","008155","Evergreen State College (The)","PUBLIC","WA",3200,0.16
"1551","005309","Lake Area Technical College","PUBLIC","SD",3200,0.16
"1552","001735","North Park University","PRIVATE NONPROFIT","IL",3300,0.16
"1553","001004","University of Montevallo","PUBLIC","AL",3300,0.16
"1554","011112","Fashion Institute of Design & Merchandising","PROPRIETARY","CA",3500,0.16
"1555","003723","Mary Baldwin University","PRIVATE NONPROFIT","VA",3500,0.16
"1556","001815","Indiana University - Northwest","PUBLIC","IN",3700,0.16
"1557","003937","Universidad del Sagrado Corazon","PRIVATE NONPROFIT","PR",3800,0.16
"1558","001505","Lynn University","PRIVATE NONPROFIT","FL",3900,0.16
"1559","007540","Missouri Baptist University","PRIVATE NONPROFIT","MO",4000,0.16
"1560","002530","Montana State University - Billings","PUBLIC","MT",4000,0.16
"1561","001365","Colorado State University-Pueblo","PUBLIC","CO",4400,0.16
"1562","006791","SUNY College at Purchase","PUBLIC","NY",4800,0.16
"1563","040803","Aspen University","PROPRIETARY","AZ",4800,0.16
"1564","009930","University of Texas of the Permian Basin","PUBLIC","TX",5100,0.16
"1565","002985","Wingate University","PRIVATE NONPROFIT","NC",5600,0.16
"1566","001893","Upper Iowa University","PRIVATE NONPROFIT","IA",5600,0.16
"1567","001380","Western Connecticut State University","PUBLIC","CT",5900,0.16
"1568","001416","University of Bridgeport","PRIVATE NONPROFIT","CT",6200,0.16
"1569","003671","Utah Tech University","PUBLIC","UT",6500,0.16
"1570","011711","University of Houston - Clear Lake","PUBLIC","TX",6900,0.16
"1571","003537","Abilene Christian University","PRIVATE NONPROFIT","TX",7300,0.16
"1572","003698","Vermont State University","PUBLIC","VT",7400,0.16
"1573","003395","Pennsylvania College of Technology","PUBLIC","PA",7900,0.16
"1574","003152","University of Central Oklahoma","PUBLIC","OK",12500,0.16
"1575","003732","Radford University","PUBLIC","VA",12600,0.16
"1576","009743","Bellevue University","PRIVATE NONPROFIT","NE",13600,0.16
"1577","003277","Indiana University of Pennsylvania","PUBLIC","PA",14800,0.16
"1578","011161","Texas A&M University - Corpus Christi","PUBLIC","TX",15800,0.16
"1579","003661","University of Texas at El Paso","PUBLIC","TX",19500,0.16
"1580","002976","University of North Carolina -Greensboro","PUBLIC","NC",21600,0.16
"1581","002423","Mississippi State University","PUBLIC","MS",22300,0.16
"1582","002617","Montclair State University","PUBLIC","NJ",25000,0.16
"1583","003728","Old Dominion University","PUBLIC","VA",28400,0.16
"1584","011644","University of Maryland Global Campus","PUBLIC","MD",39400,0.16
"1585","003615","Texas State University","PUBLIC","TX",48600,0.16
"1586","041593","Marketti Academy of Cosmetology","PROPRIETARY","MI",100,0.17
"1587","001387","Hartford International University for Religion and Peace","PRIVATE NONPROFIT","CT",100,0.17
"1588","041376","Medical Career College of Northern California","PROPRIETARY","CA",100,0.17
"1589","042397","Vocational Nursing Institute","PRIVATE NONPROFIT","TX",100,0.17
"1590","005754","Rowan-Cabarrus Community College","PUBLIC","NC",100,0.17
"1591","021255","Circle in the Square Theatre School","PRIVATE NONPROFIT","NY",100,0.17
"1592","021138","Roberto-Venn School of Luthiery","PROPRIETARY","AZ",100,0.17
"1593","026213","Academy of Cosmetology","PROPRIETARY","MT",100,0.17
"1594","001256","Pacific School of Religion","PRIVATE NONPROFIT","CA",100,0.17
"1595","023141","Schiller International University","PROPRIETARY","FL",100,0.17
"1596","003690","Marlboro College","PRIVATE NONPROFIT","VT",100,0.17
"1597","011622","Welder Training & Testing Institute","PROPRIETARY","PA",100,0.17
"1598","021948","University of the West of England, Bristol","FOREIGN","FC",100,0.17
"1599","042907","Premiere Aesthetics Institute","PROPRIETARY","OR",100,0.17
"1600","006507","Trinity Health System School of Nursing","PRIVATE NONPROFIT","OH",100,0.17
"1601","012452","Evergreen Valley College","PUBLIC","CA",200,0.17
"1602","011572","Colorado School of Trades","PROPRIETARY","CO",200,0.17
"1603","001181","College of San Mateo","PUBLIC","CA",200,0.17
"1604","005519","Diman Regional Vocational Technical Institute","PUBLIC","MA",200,0.17
"1605","001833","Saint Joseph's College","PRIVATE NONPROFIT","IN",200,0.17
"1606","035793","Texas County Technical College","PROPRIETARY","MO",200,0.17
"1607","025039","Warren County Community College","PUBLIC","NJ",200,0.17
"1608","042236","Academy of Interactive Entertainment","PRIVATE NONPROFIT","WA",200,0.17
"1609","042733","Victory Career College","PROPRIETARY","CA",300,0.17
"1610","021601","Finger Lakes- Geneva General","PRIVATE NONPROFIT","NY",300,0.17
"1611","006583","Western Pennsylvania Hospital School of Nursing","PRIVATE NONPROFIT","PA",300,0.17
"1612","020917","Brightwood College","PROPRIETARY","CA",300,0.17
"1613","041842","Taylor Andrews Academy-St. George","PROPRIETARY","UT",300,0.17
"1614","001705","Illinois Valley Community College","PUBLIC","IL",400,0.17
"1615","020788","Collectiv Hair Dressing Academy","PROPRIETARY","UT",400,0.17
"1616","042802","University of Arkansas System eVersity","PUBLIC","AR",400,0.17
"1617","030160","University of Puerto Rico - Carolina","PUBLIC","PR",500,0.17
"1618","008200","UPMC Jameson School of Nursing","PRIVATE NONPROFIT","PA",500,0.17
"1619","001783","Worsham College of Mortuary Science","PROPRIETARY","IL",500,0.17
"1620","038814","European Massage Therapy School  (The)","PROPRIETARY","NV",500,0.17
"1621","030399","Fremont University","PROPRIETARY","CA",500,0.17
"1622","013010","Lancaster Beauty School","PROPRIETARY","CA",500,0.17
"1623","025054","Atlantic University","PRIVATE NONPROFIT","PR",600,0.17
"1624","031258","Premiere Career College","PROPRIETARY","CA",600,0.17
"1625","025372","Palomar Institute of Cosmetology","PROPRIETARY","CA",600,0.17
"1626","020630","Montserrat College of Art","PRIVATE NONPROFIT","MA",600,0.17
"1627","042033","Aveda Institute Des Moines","PROPRIETARY","IA",700,0.17
"1628","022027","Ozark Christian College","PRIVATE NONPROFIT","MO",700,0.17
"1629","002169","Greenfield Community College","PUBLIC","MA",700,0.17
"1630","007691","McHenry County College","PUBLIC","IL",700,0.17
"1631","002901","Wells College","PRIVATE NONPROFIT","NY",900,0.17
"1632","007560","River Valley Community College","PUBLIC","NH",900,0.17
"1633","002168","Cape Cod Community College","PUBLIC","MA",900,0.17
"1634","006819","Blue Ridge Community College","PUBLIC","VA",1000,0.17
"1635","009089","Hannibal - LaGrange University","PRIVATE NONPROFIT","MO",1100,0.17
"1636","002979","Warren Wilson College","PRIVATE NONPROFIT","NC",1100,0.17
"1637","001597","Truett McConnell University","PRIVATE NONPROFIT","GA",1200,0.17
"1638","002795","Paul Smith's College of Arts & Sciences","PRIVATE NONPROFIT","NY",1200,0.17
"1639","009236","Nashua Community College","PUBLIC","NH",1200,0.17
"1640","041460","National Career College","PROPRIETARY","CA",1300,0.17
"1641","002246","Cleary University","PRIVATE NONPROFIT","MI",1300,0.17
"1642","001183","Holy Names University","PRIVATE NONPROFIT","CA",1300,0.17
"1643","002989","Dickinson State University","PUBLIC","ND",1300,0.17
"1644","007731","Raritan Valley Community College","PUBLIC","NJ",1400,0.17
"1645","041650","Meridian Institute of Surgical Assisting","PROPRIETARY","TN",1500,0.17
"1646","002583","Great Bay Community College","PUBLIC","NH",1600,0.17
"1647","003831","Wheeling University","PRIVATE NONPROFIT","WV",1600,0.17
"1648","003525","Tennessee Wesleyan University","PRIVATE NONPROFIT","TN",1700,0.17
"1649","003830","West Virginia Wesleyan College","PRIVATE NONPROFIT","WV",1800,0.17
"1650","003939","Inter American University of Puerto Rico - Aguadilla Campus","PRIVATE NONPROFIT","PR",1800,0.17
"1651","003240","Butler County Community College","PUBLIC","PA",1800,0.17
"1652","006807","Community College of Beaver County","PUBLIC","PA",1800,0.17
"1653","003505","Maryville College","PRIVATE NONPROFIT","TN",1900,0.17
"1654","007350","Anoka Technical College","PUBLIC","MN",1900,0.17
"1655","005028","Inter American University of Puerto Rico - Bayamon Campus","PRIVATE NONPROFIT","PR",1900,0.17
"1656","041944","American College of Healthcare Sciences","PROPRIETARY","OR",2000,0.17
"1657","002174","Northern Essex Community College","PUBLIC","MA",2100,0.17
"1658","001699","Joliet Junior College","PUBLIC","IL",2200,0.17
"1659","006771","College for Creative Studies","PRIVATE NONPROFIT","MI",2200,0.17
"1660","002653","New Mexico Highlands University","PUBLIC","NM",2300,0.17
"1661","010402","Dakota County Technical College","PUBLIC","MN",2300,0.17
"1662","005029","Inter American University of Puerto Rico - Ponce Campus","PRIVATE NONPROFIT","PR",2300,0.17
"1663","003285","Lancaster Bible College","PRIVATE NONPROFIT","PA",2400,0.17
"1664","002553","Midland University","PRIVATE NONPROFIT","NE",2400,0.17
"1665","007730","Rowan College at Burlington County","PUBLIC","NJ",2400,0.17
"1666","001918","Friends University","PRIVATE NONPROFIT","KS",2400,0.17
"1667","011046","Central Ohio Technical College","PUBLIC","OH",2500,0.17
"1668","003143","Wittenberg University","PRIVATE NONPROFIT","OH",2500,0.17
"1669","009936","Middlesex Community College","PUBLIC","MA",2500,0.17
"1670","001991","Elizabethtown Community  and Technical College","PUBLIC","KY",2600,0.17
"1671","003773","Clark College","PUBLIC","WA",2700,0.17
"1672","002696","New York City College of Technology of the City University of New York","PUBLIC","NY",2700,0.17
"1673","002713","Dominican University New York","PRIVATE NONPROFIT","NY",2900,0.17
"1674","003441","North Greenville University","PRIVATE NONPROFIT","SC",2900,0.17
"1675","001285","Santa Barbara City College","PUBLIC","CA",2900,0.17
"1676","011667","Northeast Community College","PUBLIC","NE",3100,0.17
"1677","002610","Felician University","PRIVATE NONPROFIT","NJ",3200,0.17
"1678","002461","Drury University","PRIVATE NONPROFIT","MO",3300,0.17
"1679","005757","Lake Superior College","PUBLIC","MN",3400,0.17
"1680","003252","Delaware Valley University","PRIVATE NONPROFIT","PA",3500,0.17
"1681","006760","University of Maine - Augusta","PUBLIC","ME",3600,0.17
"1682","007764","Southeast Technical College","PUBLIC","SD",3800,0.17
"1683","003560","Dallas Baptist University","PRIVATE NONPROFIT","TX",4200,0.17
"1684","002453","Central Methodist University","PRIVATE NONPROFIT","MO",4600,0.17
"1685","002185","Framingham State University","PUBLIC","MA",4700,0.17
"1686","003812","Fairmont State University","PUBLIC","WV",4700,0.17
"1687","002850","State University of New York College at Potsdam","PUBLIC","NY",4800,0.17
"1688","003181","Southwestern Oklahoma State University","PUBLIC","OK",4800,0.17
"1689","003598","Our Lady of The Lake University","PRIVATE NONPROFIT","TX",4900,0.17
"1690","001003","Faulkner University","PRIVATE NONPROFIT","AL",5600,0.17
"1691","003588","University of Mary Hardin-Baylor","PRIVATE NONPROFIT","TX",7000,0.17
"1692","041698","Gurnick Academy of Medical Arts","PROPRIETARY","CA",7200,0.17
"1693","004007","Madison Area Technical College","PUBLIC","WI",7500,0.17
"1694","003456","Winthrop University","PUBLIC","SC",7800,0.17
"1695","003161","Northeastern State University","PUBLIC","OK",8000,0.17
"1696","003936","Pontifical Catholic University of Puerto Rico (The)","PRIVATE NONPROFIT","PR",8000,0.17
"1697","003714","Hampton University","PRIVATE NONPROFIT","VA",8300,0.17
"1698","003665","West Texas A&M University","PUBLIC","TX",9500,0.17
"1699","001101","University of Arkansas at Little Rock","PUBLIC","AR",9800,0.17
"1700","007933","Front Range Community College","PUBLIC","CO",11000,0.17
"1701","001665","Columbia College Chicago","PRIVATE NONPROFIT","IL",11000,0.17
"1702","001024","University of West Alabama","PUBLIC","AL",11700,0.17
"1703","022418","American Career College","PROPRIETARY","CA",11700,0.17
"1704","001092","University of Central Arkansas","PUBLIC","AR",12000,0.17
"1705","001406","Southern Connecticut State University","PUBLIC","CT",12300,0.17
"1706","002772","Mercy University","PRIVATE NONPROFIT","NY",12600,0.17
"1707","003451","Coastal Carolina University","PUBLIC","SC",15800,0.17
"1708","002031","University of Louisiana at Lafayette","PUBLIC","LA",16500,0.17
"1709","001601","University of West Georgia","PUBLIC","GA",16900,0.17
"1710","003631","Tarleton State University","PUBLIC","TX",17100,0.17
"1711","001737","Northern Illinois University","PUBLIC","IL",18300,0.17
"1712","003510","Middle Tennessee State University","PUBLIC","TN",19600,0.17
"1713","001822","Indiana Wesleyan University","PRIVATE NONPROFIT","IN",21400,0.17
"1714","001572","Georgia Southern University","PUBLIC","GA",30600,0.17
"1715","006689","University of Windsor","FOREIGN","FC",100,0.18
"1716","010055","Crawford County Career & Technical Center","PUBLIC","PA",100,0.18
"1717","012187","Blackstone Valley Vocational Regional School District","PUBLIC","MA",100,0.18
"1718","041674","Sage School of Massage & Esthetics","PROPRIETARY","OR",100,0.18
"1719","038413","Lawrenceburg Technical College","PROPRIETARY","TN",100,0.18
"1720","001685","Hebrew Theological College","PRIVATE NONPROFIT","IL",100,0.18
"1721","002619","New Brunswick Theological Seminary","PRIVATE NONPROFIT","NJ",100,0.18
"1722","037203","Carlson College of Massage Therapy","PROPRIETARY","IA",100,0.18
"1723","042165","Center for the Healing Arts","PROPRIETARY","NJ",100,0.18
"1724","031170","Ashland County - West Holmes Career Center - Adult Education","PUBLIC","OH",100,0.18
"1725","021191","Mission College","PUBLIC","CA",100,0.18
