Nonpayment Rates by Institution,,,,,
,,,,,
OPE ID,School Name,School Type,State,Total Borrowers Evaluated,Nonpayment Rate
032873,Liverpool Institute for Performing Arts (The),FOREIGN,FC,100,12%
001182,College of the Desert,PUBLIC,CA,100,12%
041343,Evans Hairstyling College,PROPRIETARY,ID,100,12%
041335,Academy for Five Element Acupuncture,"PRIVATE, NONPROFIT",FL,100,12%
002649,Santa Fe University of Art and Design,PROPRIETARY,NM,100,12%
008371,American University of Beirut,FOREIGN,FC,100,12%
040703,"Raphael Recanati International School, The Interdisciplinary Center",FOREIGN,FC,100,12%
001338,West Valley College,PUBLIC,CA,100,12%
023289,Emmaus Bible College,"PRIVATE, NONPROFIT",IA,200,12%
002311,Kuyper College,"PRIVATE, NONPROFIT",MI,200,12%
021979,North Bennet Street School,"PRIVATE, NONPROFIT",MA,200,12%
001389,Holy Apostles College & Seminary,"PRIVATE, NONPROFIT",CT,200,12%
006443,Cochran School of Nursing - St. John's Riverside Hospital,"PRIVATE, NONPROFIT",NY,200,12%
003693,Southern Vermont College,"PRIVATE, NONPROFIT",VT,200,12%
010906,Cincinnati College of Mortuary Science,"PRIVATE, NONPROFIT",OH,200,12%
041856,Medical Allied Career Center,PROPRIETARY,CA,200,12%
021660,Centro de Estudios Avanzados de Puerto Rico y el Caribe,"PRIVATE, NONPROFIT",PR,300,12%
030709,Southeast Missouri Hospital College of Nursing and Health Sciences,"PRIVATE, NONPROFIT",MO,300,12%
006417,Holy Name Medical Center School of Nursing,"PRIVATE, NONPROFIT",NJ,400,12%
007047,Los Angeles Southwest College,PUBLIC,CA,400,12%
007291,St. Luke's College,"PRIVATE, NONPROFIT",IA,400,12%
042119,Xavier College School of Nursing,PROPRIETARY,CA,400,12%
022594,Amberton University,"PRIVATE, NONPROFIT",TX,500,12%
039574,New College of Florida,PUBLIC,FL,500,12%
041497,Homestead Schools,"PRIVATE, NONPROFIT",CA,600,12%
041432,Hult International Business School,"PRIVATE, NONPROFIT",MA,700,12%
012123,University of Puerto Rico - Aguadilla,PUBLIC,PR,800,12%
002654,New Mexico Institute of Mining & Technology,PUBLIC,NM,800,12%
001203,Glendale Community College,PUBLIC,CA,800,12%
008903,College of the Canyons,PUBLIC,CA,900,12%
006477,Cabarrus College of Health Sciences,"PRIVATE, NONPROFIT",NC,900,12%
042103,NIMA National Institute of Medical Aesthetics,PROPRIETARY,UT,1000,12%
003884,Ripon College,"PRIVATE, NONPROFIT",WI,1100,12%
006421,JFK  Medical Center Muhlenberg Harold B. and Dorothy A. Snyder Schools,"PRIVATE, NONPROFIT",NJ,1100,12%
003816,Southern West Virginia Community and Technical College,PUBLIC,WV,1100,12%
003715,Hollins University,"PRIVATE, NONPROFIT",VA,1300,12%
001771,Trinity Christian College,"PRIVATE, NONPROFIT",IL,1300,12%
001339,Corban University,"PRIVATE, NONPROFIT",OR,1400,12%
002718,Elmira College,"PRIVATE, NONPROFIT",NY,1500,12%
001226,Los Angeles Pierce College,PUBLIC,CA,1500,12%
003421,Bob Jones University,PROPRIETARY,SC,1500,12%
006489,Christ College of Nursing and Health Sciences,"PRIVATE, NONPROFIT",OH,1500,12%
020771,Milwaukee Institute of Art & Design,"PRIVATE, NONPROFIT",WI,1600,12%
001873,Loras College,"PRIVATE, NONPROFIT",IA,1700,12%
003769,Bellevue College,PUBLIC,WA,1700,12%
003445,Presbyterian College,"PRIVATE, NONPROFIT",SC,1800,12%
003392,Westminster College,"PRIVATE, NONPROFIT",PA,1800,12%
003794,Saint Martin's University,"PRIVATE, NONPROFIT",WA,1800,12%
003267,Geneva College,"PRIVATE, NONPROFIT",PA,1800,12%
003466,Northern State University,PUBLIC,SD,1900,12%
001939,Newman University,"PRIVATE, NONPROFIT",KS,1900,12%
003620,Southwestern University,"PRIVATE, NONPROFIT",TX,1900,12%
002073,Goucher College,"PRIVATE, NONPROFIT",MD,1900,12%
003109,Ohio Wesleyan University,"PRIVATE, NONPROFIT",OH,1900,12%
003073,Marietta College,"PRIVATE, NONPROFIT",OH,2000,12%
004069,University of Minnesota - Crookston,PUBLIC,MN,2000,12%
001854,Coe College,"PRIVATE, NONPROFIT",IA,2100,12%
002236,Alma College,"PRIVATE, NONPROFIT",MI,2100,12%
003230,Allegheny College,"PRIVATE, NONPROFIT",PA,2100,12%
030970,Mercy College of Ohio,"PRIVATE, NONPROFIT",OH,2100,12%
003469,University of Sioux Falls,"PRIVATE, NONPROFIT",SD,2100,12%
003164,Oklahoma Baptist University,"PRIVATE, NONPROFIT",OK,2100,12%
003709,Emory & Henry University,"PRIVATE, NONPROFIT",VA,2400,12%
003243,Cedar Crest College,"PRIVATE, NONPROFIT",PA,2400,12%
003492,Freed-Hardeman University,"PRIVATE, NONPROFIT",TN,2400,12%
002544,Doane University,"PRIVATE, NONPROFIT",NE,2500,12%
002945,Meredith College,"PRIVATE, NONPROFIT",NC,2500,12%
002525,William Woods University,"PRIVATE, NONPROFIT",MO,2600,12%
003810,Concord University,PUBLIC,WV,2600,12%
002080,Maryland Institute College of Art,"PRIVATE, NONPROFIT",MD,2600,12%
001372,Western Colorado University,PUBLIC,CO,2700,12%
001515,Rollins College,"PRIVATE, NONPROFIT",FL,2800,12%
001611,University of Hawaii at Hilo,PUBLIC,HI,2800,12%
003736,Roanoke College,"PRIVATE, NONPROFIT",VA,2800,12%
002608,Georgian Court University,"PRIVATE, NONPROFIT",NJ,2900,12%
002586,Rivier University,"PRIVATE, NONPROFIT",NH,3000,12%
002957,Queens University of Charlotte,"PRIVATE, NONPROFIT",NC,3000,12%
041143,Nevada State University,PUBLIC,NV,3000,12%
003362,Seton Hill University,"PRIVATE, NONPROFIT",PA,3100,12%
003832,Alverno College,"PRIVATE, NONPROFIT",WI,3100,12%
003459,Black Hills State University,PUBLIC,SD,3200,12%
002541,Concordia University,"PRIVATE, NONPROFIT",NE,3200,12%
002907,University of North Carolina  Asheville,PUBLIC,NC,3400,12%
003193,Eastern Oregon University,PUBLIC,OR,3600,12%
001588,Piedmont University,"PRIVATE, NONPROFIT",GA,4000,12%
001839,Trine University,"PRIVATE, NONPROFIT",IN,4100,12%
003839,Carthage College,"PRIVATE, NONPROFIT",WI,4100,12%
008849,Palm Beach Atlantic University,"PRIVATE, NONPROFIT",FL,4300,12%
003528,Union University,"PRIVATE, NONPROFIT",TN,4300,12%
003623,St. Mary's University,"PRIVATE, NONPROFIT",TX,4700,12%
003219,Southern Oregon University,PUBLIC,OR,4900,12%
003684,Champlain College,"PRIVATE, NONPROFIT",VT,5100,12%
003209,Western Oregon University,PUBLIC,OR,5200,12%
003526,Trevecca Nazarene University,"PRIVATE, NONPROFIT",TN,5200,12%
003399,York College of Pennsylvania,"PRIVATE, NONPROFIT",PA,5300,12%
003012,Ashland University,"PRIVATE, NONPROFIT",OH,5300,12%
009344,Ramapo College of New Jersey,PUBLIC,NJ,5600,12%
002122,Bay Path University,"PRIVATE, NONPROFIT",MA,5600,12%
002211,Springfield College,"PRIVATE, NONPROFIT",MA,5700,12%
002693,CUNY John Jay College of Criminal Justice,PUBLIC,NY,5700,12%
001531,Stetson University,"PRIVATE, NONPROFIT",FL,6000,12%
002415,Mississippi College,"PRIVATE, NONPROFIT",MS,6300,12%
003259,Eastern University,"PRIVATE, NONPROFIT",PA,6300,12%
001156,Sonoma State University,PUBLIC,CA,6500,12%
002866,Fashion Institute of Technology,PUBLIC,NY,6700,12%
001157,"California State University, Stanislaus",PUBLIC,CA,7400,12%
002883,Utica University,"PRIVATE, NONPROFIT",NY,7700,12%
002521,Webster University,"PRIVATE, NONPROFIT",MO,7800,12%
020662,"New School, The","PRIVATE, NONPROFIT",NY,8000,12%
007993,"California State University, Bakersfield",PUBLIC,CA,8200,12%
003523,Tennessee Technological University,PUBLIC,TN,8700,12%
003325,Millersville University of Pennsylvania,PUBLIC,PA,9100,12%
003680,Weber State University,PUBLIC,UT,9700,12%
002091,Salisbury University,PUBLIC,MD,9700,12%
002519,University of Missouri - Saint Louis,PUBLIC,MO,10000,12%
002496,Northwest Missouri State University,PUBLIC,MO,10000,12%
011163,University of Texas at Tyler,PUBLIC,TX,10500,12%
003428,College of Charleston,PUBLIC,SC,10600,12%
002536,University of Montana (The),PUBLIC,MT,10600,12%
002841,SUNY College at Brockport,PUBLIC,NY,10800,12%
003955,University of West Florida (The),PUBLIC,FL,10900,12%
001138,"California State University, East Bay",PUBLIC,CA,11400,12%
001146,"California State University, Chico",PUBLIC,CA,12900,12%
001142,"California State University, San Bernardino",PUBLIC,CA,13300,12%
001147,"California State University, Fresno",PUBLIC,CA,13900,12%
001759,Southern Illinois University Edwardsville,PUBLIC,IL,13900,12%
004027,Utah Valley University,PUBLIC,UT,17100,12%
001963,Eastern Kentucky University,PUBLIC,KY,17200,12%
002791,Pace University,"PRIVATE, NONPROFIT",NY,17300,12%
002482,Maryville University of Saint Louis,"PRIVATE, NONPROFIT",MO,18300,12%
003131,University of Toledo,PUBLIC,OH,18300,12%
002823,Saint John's University,"PRIVATE, NONPROFIT",NY,18600,12%
001692,Illinois State University,PUBLIC,IL,22200,12%
002609,Rowan University,PUBLIC,NJ,22600,12%
001052,University of Alabama at Birmingham,PUBLIC,AL,23000,12%
002099,Towson University,PUBLIC,MD,23100,12%
002569,University of Nevada - Las Vegas,PUBLIC,NV,23300,12%
003170,Oklahoma State University,PUBLIC,OK,25300,12%
001786,Ball State University,PUBLIC,IN,25500,12%
003827,West Virginia University,PUBLIC,WV,30200,12%
001082,Northern Arizona University,PUBLIC,AZ,32300,12%
001051,University of Alabama,PUBLIC,AL,33400,12%
003652,University of Houston,PUBLIC,TX,33900,12%
001083,University of Arizona (The),PUBLIC,AZ,40900,12%
006385,Chamberlain University,PROPRIETARY,IL,69600,12%
001081,Arizona State University,PUBLIC,AZ,137400,12%
033394,Western Governors University,"PRIVATE, NONPROFIT",UT,196600,12%
010574,London Film School,FOREIGN,FC,100,13%
036955,Arizona School of Acupuncture and Oriental Medicine,PROPRIETARY,AZ,100,13%
041274,Digital Media Arts College,PROPRIETARY,FL,100,13%
041488,CenterPoint Massage & Shiatsu Therapy School & Clinic,PROPRIETARY,MN,100,13%
010418,Instituto Tecnologico y de Estudios Superiores de Monterrey,FOREIGN,FC,100,13%
003286,Lancaster Theological Seminary of the United Church of Christ,"PRIVATE, NONPROFIT",PA,100,13%
021805,Middlesex University,FOREIGN,FC,100,13%
006582,Washington Hospital (The),"PRIVATE, NONPROFIT",PA,100,13%
036963,University of the West,"PRIVATE, NONPROFIT",CA,100,13%
042554,Regan Career Institute,PROPRIETARY,CA,100,13%
005279,Greater Lowell Regional Vocational Technical School,PUBLIC,MA,100,13%
005318,Catawba Valley Community College,PUBLIC,NC,100,13%
006578,Sharon Regional School of Nursing,PROPRIETARY,PA,100,13%
010819,Conservatorio De Música De Puerto Rico,PUBLIC,PR,200,13%
022319,Gemological Institute of America,"PRIVATE, NONPROFIT",CA,200,13%
001224,Los Angeles Harbor College,PUBLIC,CA,200,13%
002450,Calvary University,"PRIVATE, NONPROFIT",MO,200,13%
007121,Faith Baptist Bible College & Theological Seminary,"PRIVATE, NONPROFIT",IA,200,13%
009509,Charles A. Jones Career and Education Center,PUBLIC,CA,200,13%
030821,Myotherapy Massage College,PROPRIETARY,UT,200,13%
041589,Flair Beauty College,PROPRIETARY,CA,200,13%
041597,American Medical Sciences Center,PROPRIETARY,CA,200,13%
022980,Design Institute of San Diego,PROPRIETARY,CA,200,13%
030295,University of Northumbria at Newcastle,FOREIGN,FC,200,13%
012550,Los Angeles Mission College,PUBLIC,CA,300,13%
041869,International College of Beauty Arts & Sciences,PROPRIETARY,CA,400,13%
006305,Maine College of Health Professions,"PRIVATE, NONPROFIT",ME,500,13%
020690,New York School of Interior Design,"PRIVATE, NONPROFIT",NY,500,13%
041247,Ambria College of Nursing,PROPRIETARY,IL,500,13%
030745,East West College of The Healing Arts,PROPRIETARY,OR,500,13%
041937,John Paul the Great Catholic University,"PRIVATE, NONPROFIT",CA,500,13%
035453,University of the Rockies,PROPRIETARY,CO,600,13%
022260,East Los Angeles College,PUBLIC,CA,600,13%
005373,Lake Washington Institute of Technology,PUBLIC,WA,700,13%
010474,Marymount California University,"PRIVATE, NONPROFIT",CA,700,13%
006494,Good Samaritan College of Nursing and Health Science,"PRIVATE, NONPROFIT",OH,700,13%
042634,Florida Polytechnic University,PUBLIC,FL,800,13%
009192,Sierra Nevada College,"PRIVATE, NONPROFIT",NV,800,13%
011673,Maine College of Art & Design,"PRIVATE, NONPROFIT",ME,900,13%
001482,Florida College,"PRIVATE, NONPROFIT",FL,900,13%
003300,Moore College of Art and Design,"PRIVATE, NONPROFIT",PA,900,13%
012315,Cornish College of the Arts,"PRIVATE, NONPROFIT",WA,1000,13%
002563,Union Adventist University,"PRIVATE, NONPROFIT",NE,1000,13%
001065,University of Alaska Southeast,PUBLIC,AK,1100,13%
006577,UPMC Shadyside,"PRIVATE, NONPROFIT",PA,1100,13%
002734,Houghton University,"PRIVATE, NONPROFIT",NY,1200,13%
002365,Minneapolis College of Art & Design,"PRIVATE, NONPROFIT",MN,1300,13%
001856,Cornell College,"PRIVATE, NONPROFIT",IA,1300,13%
001012,Birmingham-Southern College,"PRIVATE, NONPROFIT",AL,1300,13%
001704,Knox College,"PRIVATE, NONPROFIT",IL,1300,13%
003708,Eastern Mennonite University,"PRIVATE, NONPROFIT",VA,1500,13%
003837,Cardinal Stritch University,"PRIVATE, NONPROFIT",WI,1500,13%
001798,Franklin College of Indiana,"PRIVATE, NONPROFIT",IN,1600,13%
001291,Simpson University,"PRIVATE, NONPROFIT",CA,1600,13%
003809,Bluefield State University,PUBLIC,WV,1700,13%
001252,Hope International University,"PRIVATE, NONPROFIT",CA,1700,13%
002534,Rocky Mountain College,"PRIVATE, NONPROFIT",MT,1700,13%
003869,Mount Mary University,"PRIVATE, NONPROFIT",WI,1700,13%
003396,Wilson College,"PRIVATE, NONPROFIT",PA,1800,13%
001586,Oglethorpe University,"PRIVATE, NONPROFIT",GA,1800,13%
001727,Moody Bible Institute,"PRIVATE, NONPROFIT",IL,1800,13%
003072,Malone University,"PRIVATE, NONPROFIT",OH,2200,13%
003165,Oklahoma Christian University,"PRIVATE, NONPROFIT",OK,2300,13%
002266,Cornerstone University,"PRIVATE, NONPROFIT",MI,2300,13%
003391,Waynesburg University,"PRIVATE, NONPROFIT",PA,2400,13%
006324,Labouré College of Healthcare,"PRIVATE, NONPROFIT",MA,2500,13%
003783,Northwest University,"PRIVATE, NONPROFIT",WA,2600,13%
002760,Manhattanville College,"PRIVATE, NONPROFIT",NY,2800,13%
003033,Mount St. Joseph University,"PRIVATE, NONPROFIT",OH,2800,13%
001867,Grand View University,"PRIVATE, NONPROFIT",IA,3000,13%
002744,Keuka College,"PRIVATE, NONPROFIT",NY,3000,13%
003897,University of Wisconsin Colleges,PUBLIC,WI,3200,13%
002778,Mount Saint Mary College,"PRIVATE, NONPROFIT",NY,3200,13%
004072,Northwood University,"PRIVATE, NONPROFIT",MI,3200,13%
001293,Vanguard University of Southern California,"PRIVATE, NONPROFIT",CA,3300,13%
021829,Cambridge College,"PRIVATE, NONPROFIT",MA,3300,13%
001811,Indiana University - East,PUBLIC,IN,3500,13%
001008,Athens State University,PUBLIC,AL,3600,13%
003083,University of Mount Union,"PRIVATE, NONPROFIT",OH,3600,13%
002575,Franklin Pierce University,"PRIVATE, NONPROFIT",NH,3700,13%
003481,Carson - Newman University,"PRIVATE, NONPROFIT",TN,3700,13%
007893,Flagler College,"PRIVATE, NONPROFIT",FL,3900,13%
001750,Dominican University,"PRIVATE, NONPROFIT",IL,4100,13%
003692,Norwich University,"PRIVATE, NONPROFIT",VT,4300,13%
005015,University of Wisconsin - Parkside,PUBLIC,WI,4400,13%
002758,Manhattan University,"PRIVATE, NONPROFIT",NY,4800,13%
002590,Keene State College,PUBLIC,NH,4800,13%
003621,St. Edward's University,"PRIVATE, NONPROFIT",TX,4900,13%
003297,Mercyhurst University,"PRIVATE, NONPROFIT",PA,5000,13%
002687,CUNY Brooklyn College,PUBLIC,NY,5200,13%
001556,Brenau University,"PRIVATE, NONPROFIT",GA,5500,13%
001425,Eastern Connecticut State University,PUBLIC,CT,5600,13%
002858,State University of New York at Farmingdale,PUBLIC,NY,5800,13%
001253,Fresno Pacific University,"PRIVATE, NONPROFIT",CA,5900,13%
002184,Fitchburg State University,PUBLIC,MA,6300,13%
002016,Loyola University New Orleans,"PRIVATE, NONPROFIT",LA,6400,13%
001949,Washburn University - Topeka,PUBLIC,KS,6600,13%
007022,CUNY Lehman College,PUBLIC,NY,6600,13%
002189,Westfield State University,PUBLIC,MA,6900,13%
001149,"California State Polytechnic University, Humboldt",PUBLIC,CA,7000,13%
001666,Concordia University,"PRIVATE, NONPROFIT",IL,7000,13%
002447,William Carey University,"PRIVATE, NONPROFIT",MS,7300,13%
002249,Davenport University,"PRIVATE, NONPROFIT",MI,8400,13%
002188,Salem State University,PUBLIC,MA,8800,13%
002301,Northern Michigan University,PUBLIC,MI,9000,13%
002314,Saginaw Valley State University,PUBLIC,MI,9100,13%
003046,Franklin University,"PRIVATE, NONPROFIT",OH,9800,13%
001915,Fort Hays State University,PUBLIC,KS,10900,13%
002848,State University of New York at Oswego (SUNY Oswego),PUBLIC,NY,11300,13%
032553,Florida Gulf Coast University,PUBLIC,FL,11400,13%
009841,University of North Florida,PUBLIC,FL,11600,13%
009345,Stockton University,PUBLIC,NJ,12200,13%
003815,Marshall University,PUBLIC,WV,13000,13%
002981,Western Carolina University,PUBLIC,NC,13100,13%
001950,Wichita State University,PUBLIC,KS,13200,13%
002222,University of Massachusetts at Boston,PUBLIC,MA,15400,13%
002663,University of New Mexico,PUBLIC,NM,15600,13%
003646,Texas Woman's University,PUBLIC,TX,16500,13%
002002,Western Kentucky University,PUBLIC,KY,17400,13%
002835,State University of New York at Albany,PUBLIC,NY,19600,13%
001057,University of South Alabama,PUBLIC,AL,20100,13%
001448,Howard University,"PRIVATE, NONPROFIT",DC,20100,13%
038133,Northcentral University,"PRIVATE, NONPROFIT",CA,20200,13%
001154,San Francisco State University,PUBLIC,CA,21400,13%
002440,University of Mississippi,PUBLIC,MS,21900,13%
003316,Pennsylvania Western University,PUBLIC,PA,22300,13%
003018,Bowling Green State University,PUBLIC,OH,23500,13%
002975,University of North Carolina - Charlotte,PUBLIC,NC,28000,13%
003644,Texas Tech University,PUBLIC,TX,33600,13%
003051,Kent State University,PUBLIC,OH,38900,13%
032673,Capella University,PROPRIETARY,MN,87100,13%
025042,Walden University,PROPRIETARY,MN,95500,13%
025602,Phillips Theological Seminary,"PRIVATE, NONPROFIT",OK,100,14%
042917,Hair Arts Institute,PROPRIETARY,OK,100,14%
033523,London South Bank University,FOREIGN,FC,100,14%
042188,Regent's University London,FOREIGN,FC,100,14%
002915,Central Piedmont Community College,PUBLIC,NC,100,14%
012421,University of Auckland (The),FOREIGN,FC,100,14%
038593,EINE Electrology/Esthetics Institute of NE,PROPRIETARY,MA,100,14%
023202,Houston Graduate School of Theology,"PRIVATE, NONPROFIT",TX,100,14%
002667,Dowling College,"PRIVATE, NONPROFIT",NY,100,14%
009029,Neighborhood Playhouse School of the Theatre (The),"PRIVATE, NONPROFIT",NY,100,14%
042753,Zion Massage College,PROPRIETARY,UT,100,14%
002154,Hellenic College & Holy Cross Greek Orthodox School of Theology,"PRIVATE, NONPROFIT",MA,100,14%
042635,American Beauty & Trade School,PROPRIETARY,FL,100,14%
008444,Simon Fraser University,FOREIGN,FC,200,14%
021435,Sterling College,"PRIVATE, NONPROFIT",VT,200,14%
033323,Southern California Seminary,"PRIVATE, NONPROFIT",CA,200,14%
026021,Northwest College of Art & Design,PROPRIETARY,WA,200,14%
035183,European Graduate School (EGS),FOREIGN,FC,200,14%
035844,Colorado School of Healing Arts,PROPRIETARY,CO,200,14%
001661,Chicago Theological Seminary,"PRIVATE, NONPROFIT",IL,200,14%
009896,Oakton Community College,PUBLIC,IL,200,14%
012059,Trinity Bible College and Graduate School,"PRIVATE, NONPROFIT",ND,200,14%
038684,Los Angeles College of Music,PROPRIETARY,CA,300,14%
042217,ZMS The Academy,PROPRIETARY,CA,400,14%
039104,National Polytechnic College,PROPRIETARY,CA,400,14%
011820,San Diego Miramar College,PUBLIC,CA,400,14%
004899,UPMC Mercy School of Nursing,"PRIVATE, NONPROFIT",PA,500,14%
007263,Holy Cross College,"PRIVATE, NONPROFIT",IN,500,14%
003672,Ensign College,"PRIVATE, NONPROFIT",UT,500,14%
002670,Clarks Summit University,"PRIVATE, NONPROFIT",PA,600,14%
007228,University of Puerto Rico - Arecibo,PUBLIC,PR,600,14%
001708,Lincoln Christian University,"PRIVATE, NONPROFIT",IL,600,14%
002193,Mount Ida College,"PRIVATE, NONPROFIT",MA,600,14%
001227,Los Angeles Trade-Technical College,PUBLIC,CA,700,14%
003206,Multnomah University,"PRIVATE, NONPROFIT",OR,700,14%
001228,Los Angeles Valley College,PUBLIC,CA,800,14%
042151,California Career Institute,PROPRIETARY,CA,800,14%
003875,Northland College,"PRIVATE, NONPROFIT",WI,800,14%
009652,University of Puerto Rico - Ponce,PUBLIC,PR,900,14%
003787,Seattle Central College,PUBLIC,WA,1000,14%
002527,University of Providence,"PRIVATE, NONPROFIT",MT,1000,14%
003713,Hampden Sydney College,"PRIVATE, NONPROFIT",VA,1100,14%
003982,Cleveland Institute of Art (The),"PRIVATE, NONPROFIT",OH,1100,14%
042496,Westcliff University,PROPRIETARY,CA,1100,14%
003774,Columbia Basin College,PUBLIC,WA,1200,14%
011617,Center for Allied Health Education,PROPRIETARY,NY,1300,14%
002052,Thomas College,"PRIVATE, NONPROFIT",ME,1300,14%
003465,Mount Marty University,"PRIVATE, NONPROFIT",SD,1400,14%
001258,Pacific Union College,"PRIVATE, NONPROFIT",CA,1500,14%
003543,Austin College,"PRIVATE, NONPROFIT",TX,1500,14%
006606,Baptist Health System School of Health Professions,PROPRIETARY,TX,1500,14%
002990,University of Jamestown,"PRIVATE, NONPROFIT",ND,1600,14%
010923,Union Institute & University,"PRIVATE, NONPROFIT",OH,1600,14%
001725,Monmouth College,"PRIVATE, NONPROFIT",IL,1600,14%
001688,Illinois College,"PRIVATE, NONPROFIT",IL,1700,14%
003039,Columbus College of Art & Design,"PRIVATE, NONPROFIT",OH,1900,14%
034403,Baptist Memorial College of Health Sciences,"PRIVATE, NONPROFIT",TN,1900,14%
002076,Hood College,"PRIVATE, NONPROFIT",MD,2100,14%
002293,Lake Superior State University,PUBLIC,MI,2100,14%
003048,Heidelberg University,"PRIVATE, NONPROFIT",OH,2100,14%
002040,University of Maine - Farmington,PUBLIC,ME,2100,14%
011113,Maharishi International University,"PRIVATE, NONPROFIT",IA,2200,14%
003987,La Roche University,"PRIVATE, NONPROFIT",PA,2200,14%
001964,Georgetown College,"PRIVATE, NONPROFIT",KY,2300,14%
001281,William Jessup University,"PRIVATE, NONPROFIT",CA,2400,14%
002140,College of Our Lady of the Elms,"PRIVATE, NONPROFIT",MA,2400,14%
001772,Trinity International University,"PRIVATE, NONPROFIT",IL,2500,14%
042295,Texas A&M University - Central Texas,PUBLIC,TX,2600,14%
002463,Evangel University,"PRIVATE, NONPROFIT",MO,2800,14%
001814,Indiana University - Kokomo,PUBLIC,IN,2800,14%
001903,Baker University,"PRIVATE, NONPROFIT",KS,2900,14%
003518,Southern Adventist University,"PRIVATE, NONPROFIT",TN,2900,14%
002375,Southwest Minnesota State University,PUBLIC,MN,3000,14%
002158,Lasell University,"PRIVATE, NONPROFIT",MA,3100,14%
003496,King University,"PRIVATE, NONPROFIT",TN,3200,14%
003282,Kings College,"PRIVATE, NONPROFIT",PA,3200,14%
002502,Southwest Baptist University,"PRIVATE, NONPROFIT",MO,3400,14%
001832,University of Saint Francis,"PRIVATE, NONPROFIT",IN,3500,14%
002316,Siena Heights University,"PRIVATE, NONPROFIT",MI,3600,14%
001345,Adams State University,PUBLIC,CO,3800,14%
002941,Lenoir-Rhyne University,"PRIVATE, NONPROFIT",NC,3800,14%
001817,Indiana University Southeast,PUBLIC,IN,4000,14%
002334,Augsburg University,"PRIVATE, NONPROFIT",MN,4200,14%
021000,Universidad Politecnica de Puerto Rico,"PRIVATE, NONPROFIT",PR,4200,14%
003233,Alvernia University,"PRIVATE, NONPROFIT",PA,4200,14%
001594,Spelman College,"PRIVATE, NONPROFIT",GA,4500,14%
003500,Lee University,"PRIVATE, NONPROFIT",TN,4800,14%
002705,College of Saint Rose,"PRIVATE, NONPROFIT",NY,5000,14%
001767,Benedictine University,"PRIVATE, NONPROFIT",IL,5000,14%
002043,Husson University,"PRIVATE, NONPROFIT",ME,5000,14%
002929,Gardner - Webb University,"PRIVATE, NONPROFIT",NC,5300,14%
002737,Iona University,"PRIVATE, NONPROFIT",NY,5400,14%
001495,Jacksonville University,"PRIVATE, NONPROFIT",FL,5700,14%
003287,La Salle University,"PRIVATE, NONPROFIT",PA,5900,14%
002628,Rider University,"PRIVATE, NONPROFIT",NJ,6000,14%
003357,Point Park University,"PRIVATE, NONPROFIT",PA,6300,14%
001828,Purdue University Fort Wayne,PUBLIC,IN,6400,14%
002834,Excelsior University,"PRIVATE, NONPROFIT",NY,7000,14%
001804,University of Indianapolis,"PRIVATE, NONPROFIT",IN,7100,14%
002126,Berklee College of Music,"PRIVATE, NONPROFIT",MA,7300,14%
001422,University of Hartford,"PRIVATE, NONPROFIT",CT,8500,14%
002008,Louisiana Tech University,PUBLIC,LA,9100,14%
002607,Fairleigh Dickinson University,"PRIVATE, NONPROFIT",NJ,9200,14%
003578,University of the Incarnate Word,"PRIVATE, NONPROFIT",TX,10800,14%
001378,Central Connecticut State University,PUBLIC,CT,11500,14%
003529,University of Tennessee - Chattanooga,PUBLIC,TN,11500,14%
002183,Bridgewater State University,PUBLIC,MA,12200,14%
001466,Barry University,"PRIVATE, NONPROFIT",FL,12200,14%
001585,University of North Georgia,PUBLIC,GA,12400,14%
003078,Wright State University,PUBLIC,OH,12900,14%
002260,Ferris State University,PUBLIC,MI,13100,14%
003771,Central Washington University,PUBLIC,WA,13700,14%
003487,East Tennessee State University,PUBLIC,TN,14100,14%
001360,Metropolitan State University of Denver,PUBLIC,CO,17000,14%
001090,Arkansas State University,PUBLIC,AR,18800,14%
002259,Eastern Michigan University,PUBLIC,MI,21200,14%
001481,Florida Atlantic University,PUBLIC,FL,23700,14%
002923,East Carolina University,PUBLIC,NC,28700,14%
002010,Louisiana State University & Agricultural & Mechanical College,PUBLIC,LA,32400,14%
003656,University of Texas at Arlington,PUBLIC,TX,43200,14%
001202,Gavilan College,PUBLIC,CA,100,15%
040413,Berks Career & Technology Center,PUBLIC,PA,100,15%
041133,Lebanese American University,FOREIGN,FC,100,15%
042924,Body Wisdom Massage Therapy School,PROPRIETARY,IA,100,15%
023613,The Landing School of Boatbuilding & Design,"PRIVATE, NONPROFIT",ME,100,15%
021422,Lex La Ray Technical Center,PUBLIC,MO,100,15%
022345,Boise Bible College,"PRIVATE, NONPROFIT",ID,100,15%
007679,York University,FOREIGN,FC,100,15%
011523,Morris County School of Technology,PUBLIC,NJ,100,15%
041737,Manna University,"PRIVATE, NONPROFIT",NC,100,15%
042919,Florida Professional Institute,PROPRIETARY,FL,200,15%
001614,Kauai Community College,PUBLIC,HI,200,15%
007713,Skyline College,PUBLIC,CA,200,15%
042580,Seattle Film Institute,PROPRIETARY,WA,200,15%
022855,Creative Circus,PROPRIETARY,GA,200,15%
037404,ATI College,PROPRIETARY,CA,200,15%
041382,Salon Professional Academy (The),PROPRIETARY,WI,200,15%
041539,Providence Christian College,"PRIVATE, NONPROFIT",CA,200,15%
034835,Cascadia College,PUBLIC,WA,300,15%
021515,Central Susquehanna LPN Career Center,PUBLIC,PA,300,15%
