Nonpayment Rates by Institution,,,,,
,,,,,
OPE ID,School Name,School Type,State,Total Borrowers Evaluated,Nonpayment Rate
008228,Seward County Community College,PUBLIC,KS,400,26%
001242,Monterey Peninsula College,PUBLIC,CA,400,26%
010340,Los Medanos College,PUBLIC,CA,400,26%
041847,Protege Academy,PROPRIETARY,MI,400,26%
007484,Newbury College,"PRIVATE, NONPROFIT",MA,400,26%
022637,Miami Valley Career Technology Center,PUBLIC,OH,400,26%
042698,L Makeup Institute,PROPRIETARY,NV,400,26%
021584,Harrison College,PROPRIETARY,IN,400,26%
010710,Capital Area Career Center,PUBLIC,IL,400,26%
042561,Indiana College of Sports & Medical Massage,PROPRIETARY,IN,400,26%
041524,International Institute of Cosmetology,PROPRIETARY,CT,500,26%
001654,City Colleges of Chicago - Kennedy King College,PUBLIC,IL,500,26%
041840,Paul Mitchell The School Indianapolis,PROPRIETARY,IN,500,26%
025600,Casal Aveda Institute,PROPRIETARY,OH,500,26%
041624,Paul Mitchell the School Albuquerque,PROPRIETARY,NM,500,26%
041209,Arizona Culinary Institute,PROPRIETARY,AZ,500,26%
009531,Spa School (The),PROPRIETARY,OH,500,26%
040603,ATA College,PROPRIETARY,OK,500,26%
001307,Fresno City College,PUBLIC,CA,500,26%
012407,Schuyler Steuben Chemung Tioga Allegany BOCES,PUBLIC,NY,500,26%
003011,Art Academy of Cincinnati,"PRIVATE, NONPROFIT",OH,500,26%
022033,Gene Juarez Academy,PROPRIETARY,WA,600,26%
012670,Bel - Rea Institute of Animal Technology,PROPRIETARY,CO,600,26%
004972,Galveston College,PUBLIC,TX,700,26%
041702,Paul Mitchell The School Colorado Springs,PROPRIETARY,CO,700,26%
023517,Paul Mitchell the School - Louisville,PROPRIETARY,KY,700,26%
042204,Chrysm Institute of Esthetics (The),PROPRIETARY,VA,700,26%
002322,Finlandia University,"PRIVATE, NONPROFIT",MI,700,26%
030088,Brillare Beauty Institute,"PRIVATE, NONPROFIT",TN,700,26%
021921,Butler Technology and Career Development Schools,PUBLIC,OH,800,26%
003539,Alvin Community College,PUBLIC,TX,900,26%
001875,Marshalltown Community College,PUBLIC,IA,900,26%
011481,Divers Institute of Technology,PROPRIETARY,WA,900,26%
023582,Lamar State College - Orange,PUBLIC,TX,1000,26%
003946,University of the Virgin Islands,PUBLIC,VI,1000,26%
025802,Atlanta School of Massage,PROPRIETARY,GA,1000,26%
025462,Laurel Technical Institute,PROPRIETARY,PA,1100,26%
010903,Rizzieri Aveda School for Beauty and Wellness,PROPRIETARY,NJ,1100,26%
003808,Bethany College,"PRIVATE, NONPROFIT",WV,1200,26%
007203,Salon Success Academy,PROPRIETARY,CA,1200,26%
002413,Meridian Community College,PUBLIC,MS,1200,26%
001361,Northeastern Junior College,PUBLIC,CO,1200,26%
007111,North Country Community College,PUBLIC,NY,1300,26%
003158,Murray State College,PUBLIC,OK,1300,26%
001640,Prairie State College,PUBLIC,IL,1300,26%
012870,Southern State Community College,PUBLIC,OH,1400,26%
007536,Cosumnes River College,PUBLIC,CA,1400,26%
004713,Three Rivers College,PUBLIC,MO,1400,26%
003994,Spartanburg Community College,PUBLIC,SC,1400,26%
034283,Klamath Community College,PUBLIC,OR,1500,26%
001091,Arkansas State University - Beebe,PUBLIC,AR,1500,26%
030345,Owensboro Community & Technical College,PUBLIC,KY,1600,26%
003930,Northern Wyoming Community College District,PUBLIC,WY,1600,26%
003813,Glenville State University,PUBLIC,WV,1600,26%
001502,Lake-Sumter State College,PUBLIC,FL,1600,26%
004480,De Anza Community College,PUBLIC,CA,1700,26%
021010,Northwest College School of Beauty,PROPRIETARY,OR,1700,26%
031147,Praxis Institute,PROPRIETARY,FL,1700,26%
002944,Mars Hill University,"PRIVATE, NONPROFIT",NC,1800,26%
001848,Southeastern Community College,PUBLIC,IA,1800,26%
031152,MotoRing Technical Training Institute,PROPRIETARY,MA,1800,26%
008887,Concorde Career College,PROPRIETARY,OR,1900,26%
042337,"Christine Valmy International School forEsthetics, Skin Care & Make-up",PROPRIETARY,NY,2000,26%
002694,Kingsborough Community College/CUNY,PUBLIC,NY,2000,26%
003591,McMurry University,"PRIVATE, NONPROFIT",TX,2100,26%
003163,Northwestern Oklahoma State University,PUBLIC,OK,2100,26%
003996,York Technical College,PUBLIC,SC,2200,26%
024911,Beckfield College,PROPRIETARY,KY,2400,26%
003440,Newberry College,"PRIVATE, NONPROFIT",SC,2700,26%
001923,Hutchinson Community College,PUBLIC,KS,2700,26%
025412,Stratford University,PROPRIETARY,VA,2700,26%
002004,Dillard University,"PRIVATE, NONPROFIT",LA,2800,26%
005320,Cape Fear Community College,PUBLIC,NC,3000,26%
001040,Southern Union State Community College,PUBLIC,AL,3300,26%
010388,Reading Area Community College,PUBLIC,PA,3500,26%
001997,Somerset Community College,PUBLIC,KY,3600,26%
007170,Lincoln Land Community College,PUBLIC,IL,3700,26%
002471,Saint Louis Community College,PUBLIC,MO,3700,26%
003627,Temple College,PUBLIC,TX,3900,26%
003436,Limestone University,"PRIVATE, NONPROFIT",SC,3900,26%
002579,New England College,"PRIVATE, NONPROFIT",NH,4000,26%
002106,University of Maryland - Eastern Shore,PUBLIC,MD,4200,26%
007437,Pittsburgh Technical College,"PRIVATE, NONPROFIT",PA,4300,26%
012586,Metropolitan Community College,PUBLIC,NE,5000,26%
001076,Glendale Community College,PUBLIC,AZ,5100,26%
003998,Chattanooga State Community College,PUBLIC,TN,5200,26%
001906,Butler County Community College,PUBLIC,KS,5400,26%
010391,Oklahoma City Community College,PUBLIC,OK,5600,26%
003480,Bethel University,"PRIVATE, NONPROFIT",TN,5700,26%
006961,Jefferson Community and Technical College,PUBLIC,KY,5800,26%
001022,Jefferson State Community College,PUBLIC,AL,6100,26%
002875,Onondaga Community College,PUBLIC,NY,6400,26%
007266,Pima County Community College,PUBLIC,AZ,6900,26%
011727,Delaware Technical Community College,PUBLIC,DE,6900,26%
002928,Fayetteville State University,PUBLIC,NC,7700,26%
001512,Palm Beach State College,PUBLIC,FL,8000,26%
001475,Daytona State College,PUBLIC,FL,8200,26%
002062,Bowie State University,PUBLIC,MD,8700,26%
040743,Hondros College of Nursing,PROPRIETARY,OH,9900,26%
002872,Monroe Community College,PUBLIC,NY,10300,26%
025875,Universidad Ana G. Méndez - Cupey Campus,"PRIVATE, NONPROFIT",PR,10300,26%
041429,Georgia Gwinnett College,PUBLIC,GA,11200,26%
003249,Community College of Philadelphia,PUBLIC,PA,13700,26%
001881,University of Arizona Global Campus (The),PROPRIETARY,CA,28000,26%
021519,Keiser University,"PRIVATE, NONPROFIT",FL,57700,26%
041949,Tillamook Bay Community College,PUBLIC,OR,100,27%
041324,Academy of Esthetics and Cosmetology,PROPRIETARY,CA,100,27%
011031,Technical Career Institutes,PROPRIETARY,NY,100,27%
023130,Cass Career Center,PUBLIC,MO,100,27%
010963,Greene County Career & Technology Center,PUBLIC,PA,100,27%
021370,Rob Roy Academy,PROPRIETARY,MA,100,27%
022574,Arnold's Beauty School,PROPRIETARY,TN,100,27%
041617,Shasta School of Cosmetology,PROPRIETARY,CA,100,27%
023110,Paul Mitchell the School Portland,PROPRIETARY,OR,100,27%
042028,Panache Academy of Beauty,PROPRIETARY,WI,100,27%
042815,Vski Cosmetology School,PROPRIETARY,SC,100,27%
041620,Jose Maria Vargas University,PROPRIETARY,FL,100,27%
042977,Commercial Diving Technologies Institute,PROPRIETARY,FL,100,27%
042732,Berkowits School of Electrolysis,PROPRIETARY,NY,100,27%
003494,Hiwassee College,"PRIVATE, NONPROFIT",TN,100,27%
011921,Westchester School of Beauty Culture,PROPRIETARY,NY,100,27%
012896,"North Coast College, The",PROPRIETARY,OH,100,27%
004853,Bradford School,PROPRIETARY,OH,100,27%
020912,Elegance International,PROPRIETARY,CA,100,27%
033673,Professional Golfers Career College,PROPRIETARY,CA,200,27%
020984,Herkimer County  BOCES Practical Nursing Program,PUBLIC,NY,200,27%
041897,California Miramar University,PROPRIETARY,CA,200,27%
021113,Cuyamaca College,PUBLIC,CA,200,27%
021544,Beau Monde Academy of Barbering and Cosmetology,PROPRIETARY,OR,200,27%
010017,Payne Theological Seminary,"PRIVATE, NONPROFIT",OH,200,27%
042967,Sierra Academy of Style,PROPRIETARY,NV,200,27%
023062,Venango County Area Vocational Technical School,PUBLIC,PA,200,27%
021245,Franklin Technology Center,PUBLIC,MO,200,27%
025171,Sarasota School of Massage Therapy,PROPRIETARY,FL,200,27%
033164,FINE Mortuary College,PROPRIETARY,MA,300,27%
022456,Warren County Career Center,PUBLIC,OH,300,27%
022664,Central Christian College of The Bible,"PRIVATE, NONPROFIT",MO,300,27%
041735,Moreno Valley College,PUBLIC,CA,300,27%
030323,School of Automotive Machinists & Technology,PROPRIETARY,TX,300,27%
022978,Paul Mitchell the School Rapid City,PROPRIETARY,SD,300,27%
041821,First Class Cosmetology School,PROPRIETARY,WI,300,27%
003929,Eastern Wyoming College,PUBLIC,WY,300,27%
011166,Broadview College,PROPRIETARY,UT,300,27%
022208,Career & Technology Education Centers of Licking County,PUBLIC,OH,300,27%
009873,Aveda Institute Twin Falls,PROPRIETARY,ID,300,27%
041694,Northern Virginia School of Therapeutic Massage,PROPRIETARY,VA,400,27%
042646,Hogan Institute of Cosmetology and Esthetics,PROPRIETARY,GA,400,27%
022871,La Belle Beauty School,PROPRIETARY,FL,400,27%
041307,Academy of Massage and Bodywork,PROPRIETARY,DE,400,27%
036957,Santiago Canyon College,PUBLIC,CA,400,27%
041641,Montana Academy of Salons,PROPRIETARY,MT,400,27%
001186,College of the Sequoias,PUBLIC,CA,400,27%
025623,Apollo Career Center,PUBLIC,OH,400,27%
020733,Gallia Jackson Vinton Joint School Adult Education,PUBLIC,OH,400,27%
025282,Robert Fiance Beauty Schools,PROPRIETARY,NJ,400,27%
009022,Associated Technical College,PROPRIETARY,CA,500,27%
021173,Great Oaks Career Campuses-Scarlet Oaks,PUBLIC,OH,500,27%
013029,Boricua College,"PRIVATE, NONPROFIT",NY,500,27%
003779,Grays Harbor College,PUBLIC,WA,500,27%
030686,Special School District of St. Louis County,PUBLIC,MO,500,27%
041412,Collectiv Academy,PROPRIETARY,RI,600,27%
001187,College of the Siskiyous,PUBLIC,CA,600,27%
020735,University of Arkansas Community College at Batesville,PUBLIC,AR,600,27%
023014,East Ohio College,PROPRIETARY,OH,600,27%
023301,Pioneer Pacific College,PROPRIETARY,OR,600,27%
022039,Erie Institute of Technology,PROPRIETARY,PA,700,27%
005365,York County School of Technology,PUBLIC,PA,700,27%
041413,San Francisco Institute of Esthetics & Cosmetology,PROPRIETARY,CA,700,27%
025536,Diversified Vocational College,PROPRIETARY,CA,700,27%
004845,Wilson Community College,PUBLIC,NC,700,27%
022381,Nova Academy of Cosmetology Woodbury,PROPRIETARY,MN,700,27%
022237,Robert Fiance Beauty Schools,PROPRIETARY,NJ,700,27%
021579,Rochester General-Isabella Graham Hart School of Practical Nursing,"PRIVATE, NONPROFIT",NY,800,27%
012026,Bellus Academy,PROPRIETARY,CA,800,27%
020925,Laurel Technical Institute,PROPRIETARY,PA,800,27%
020522,Black River Technical College,PUBLIC,AR,800,27%
001185,College of the Redwoods,PUBLIC,CA,900,27%
041517,Bella Capelli Academy A Paul Mitchell Partner School,PROPRIETARY,PA,900,27%
002956,Carolina University,"PRIVATE, NONPROFIT",NC,900,27%
001938,Pratt Community College,PUBLIC,KS,1000,27%
020746,South Arkansas College,PUBLIC,AR,1000,27%
003933,Western Wyoming Community College,PUBLIC,WY,1000,27%
013232,Academy of Hair Design,PROPRIETARY,NV,1000,27%
001007,Central Alabama Community College,PUBLIC,AL,1000,27%
042765,Global Medical & Technical Training Institute,PROPRIETARY,FL,1000,27%
001393,Mitchell College,"PRIVATE, NONPROFIT",CT,1100,27%
040033,Blake Austin College,PROPRIETARY,CA,1100,27%
031207,New York Conservatory For Dramatic Arts (The),PROPRIETARY,NY,1100,27%
007253,Federico Beauty Institute,PROPRIETARY,CA,1100,27%
041922,Athena Career Academy,PROPRIETARY,OH,1200,27%
003574,Howard County Junior College District,PUBLIC,TX,1200,27%
003553,Cisco College,PUBLIC,TX,1200,27%
010453,Washington State College of Ohio,PUBLIC,OH,1200,27%
025770,Paul Mitchell The School - Esani,PROPRIETARY,GA,1200,27%
012050,Rosedale Technical College,"PRIVATE, NONPROFIT",PA,1300,27%
003041,Defiance College,"PRIVATE, NONPROFIT",OH,1300,27%
012462,Eastwick College - Hackensack Campus.,PROPRIETARY,NJ,1300,27%
021102,Columbia College Hollywood,"PRIVATE, NONPROFIT",CA,1400,27%
002317,Southwestern Michigan College,PUBLIC,MI,1400,27%
003222,Umpqua Community College,PUBLIC,OR,1400,27%
003490,Fisk University,"PRIVATE, NONPROFIT",TN,1500,27%
041607,Avenue Five Institute,PROPRIETARY,TX,1600,27%
003995,Central Carolina Technical College,PUBLIC,SC,1600,27%
005448,Durham Technical Community College,PUBLIC,NC,1600,27%
002930,Greensboro College,"PRIVATE, NONPROFIT",NC,1600,27%
003575,Howard Payne University,"PRIVATE, NONPROFIT",TX,1800,27%
003806,Alderson Broaddus University,"PRIVATE, NONPROFIT",WV,1900,27%
022612,G Skin & Beauty Institute,PROPRIETARY,IL,1900,27%
007678,Spartan College of Aeronautics and Technology,PROPRIETARY,OK,2100,27%
003990,Florence - Darlington Technical College,PUBLIC,SC,2100,27%
030344,Conservatory of Recording Arts & Sciences,PROPRIETARY,AZ,2200,27%
009769,Metropolitan College of New York,"PRIVATE, NONPROFIT",NY,2200,27%
005761,L. E. Fletcher Technical Community College,PUBLIC,LA,2300,27%
001033,Oakwood University,"PRIVATE, NONPROFIT",AL,2300,27%
009449,Pennco Tech,PROPRIETARY,PA,2400,27%
003563,Del Mar College,PUBLIC,TX,2400,27%
001900,William Penn University,"PRIVATE, NONPROFIT",IA,2700,27%
007930,Concorde Career College,PROPRIETARY,CA,2700,27%
002012,Louisiana State University at Eunice,PUBLIC,LA,2700,27%
003625,Sul Ross State University,PUBLIC,TX,2700,27%
006788,Tompkins Cortland Community College,PUBLIC,NY,2900,27%
022060,Hunter Business School,PROPRIETARY,NY,3200,27%
031239,Southeastern College,PROPRIETARY,FL,3200,27%
003609,San Jacinto Community College District,PUBLIC,TX,3400,27%
042063,FVI School of Nursing and Technology,PROPRIETARY,FL,3400,27%
002864,Dutchess Community College,PUBLIC,NY,3600,27%
005498,Wichita State University Campus of Applied Sciences and Technology,PUBLIC,KS,3800,27%
001085,University of Arkansas at Monticello,PUBLIC,AR,3800,27%
004057,National American University,PROPRIETARY,SD,3800,27%
002871,Mohawk Valley Community College - SUNY Office of Community Colleges,PUBLIC,NY,4300,27%
005389,Gateway Technical College,PUBLIC,WI,4500,27%
021775,Rio Salado Community College,PUBLIC,AZ,5100,27%
003558,North Central Texas College,PUBLIC,TX,5800,27%
007502,Berkeley College,PROPRIETARY,NJ,6100,27%
002261,Charles Stewart Mott Community College,PUBLIC,MI,6500,27%
012872,North-West College,PROPRIETARY,CA,6700,27%
001805,Indiana Institute of Technology,"PRIVATE, NONPROFIT",IN,8300,27%
002006,Grambling State University,PUBLIC,LA,10000,27%
023614,Collin County Community College District,PUBLIC,TX,11000,27%
010362,College of Southern Nevada,PUBLIC,NV,12500,27%
004844,Wake Technical Community College,PUBLIC,NC,14200,27%
003630,Prairie View Agricultural & Mechanical University,PUBLIC,TX,15700,27%
008946,Michigan College of Beauty,PROPRIETARY,MI,100,28%
043045,Heartland Welding Academy,PROPRIETARY,KS,100,28%
022424,Henrico County-Saint Mary's Hospital School of Practical Nursing,PUBLIC,VA,100,28%
041849,College of International Esthetics,PROPRIETARY,CO,100,28%
008495,Jamestown Business College,PROPRIETARY,NY,100,28%
021802,Metro Business College,PROPRIETARY,MO,100,28%
021719,Ailey School (The),"PRIVATE, NONPROFIT",NY,100,28%
021037,Capri Institute of Hair Design,PROPRIETARY,NJ,100,28%
042680,Kor Beauty Academy,PROPRIETARY,AZ,100,28%
040213,Augusta School of Massage,PROPRIETARY,GA,100,28%
009419,State College of Beauty Culture,PROPRIETARY,WI,100,28%
012783,"Center for Instruction, Technology & Innovation",PUBLIC,NY,100,28%
041273,Columbia College,PROPRIETARY,VA,100,28%
020609,Brown College of Court Reporting,PROPRIETARY,GA,200,28%
042387,Dermal Science International Aesthetics & Nail Academy,PROPRIETARY,VA,200,28%
041411,French Academy of Cosmetology,PROPRIETARY,MI,200,28%
020839,Northern New Mexico College,PUBLIC,NM,200,28%
042235,Lynnes Welding Training,PROPRIETARY,ND,200,28%
025419,BJ's Beauty & Barber College,PROPRIETARY,WA,200,28%
042407,Image Maker Beauty Institute,PROPRIETARY,TN,200,28%
022741,La' James International College - Des Moines,PROPRIETARY,IA,200,28%
041256,Career School of NY,"PRIVATE, NONPROFIT",NY,200,28%
032933,Strand College of Hair Design,PROPRIETARY,SC,200,28%
042655,ICOHS College,"PRIVATE, NONPROFIT",CA,200,28%
041299,Florida School of Massage,PROPRIETARY,FL,300,28%
009549,Western Texas College,PUBLIC,TX,300,28%
042418,Academy of Professional Cosmetology,PROPRIETARY,AR,300,28%
041183,Northcoast Medical Training Academy,PROPRIETARY,OH,300,28%
001023,Judson College,"PRIVATE, NONPROFIT",AL,300,28%
037023,Salon Professional Academy (The),PROPRIETARY,DE,300,28%
038553,Ecclesia College,"PRIVATE, NONPROFIT",AR,300,28%
042184,City Pointe Beauty Academy,PROPRIETARY,MO,300,28%
021434,Salish Kootenai College,PUBLIC,MT,400,28%
025298,Wilkes Barre Area Career and Technical Center Practical Nursing Prgm,PUBLIC,PA,400,28%
002263,Glen Oaks Community College,PUBLIC,MI,400,28%
023528,Polaris Career Center - Adult Education Department,PUBLIC,OH,400,28%
005258,Hawaii Community College,PUBLIC,HI,400,28%
007779,Lansdale School of Business,PROPRIETARY,PA,400,28%
042291,Advantage Career Institute,PROPRIETARY,NJ,400,28%
001095,Crowley's Ridge College,"PRIVATE, NONPROFIT",AR,400,28%
021796,Empire Beauty Schools,PROPRIETARY,NH,500,28%
042035,Austin Kade Academy,PROPRIETARY,ID,500,28%
003029,Cincinnati Christian University,"PRIVATE, NONPROFIT",OH,500,28%
039213,Cameo College of Essential Beauty,PROPRIETARY,UT,600,28%
041658,Salon Professional Academy (The),PROPRIETARY,TX,600,28%
001784,Ancilla Domini College,"PRIVATE, NONPROFIT",IN,600,28%
021890,Mid-East Career and Technology Centers - Adult Education,PUBLIC,OH,600,28%
012261,North Arkansas College,PUBLIC,AR,600,28%
035883,Irene's Myomassology Institute,PROPRIETARY,MI,600,28%
022127,Lancaster School of Cosmetology & Therapeutic Bodywork,PROPRIETARY,PA,600,28%
007289,Central Wyoming College,PUBLIC,WY,700,28%
042283,Paul Mitchell the School Schenectady,PROPRIETARY,NY,700,28%
041752,Paul Mitchell The School East Bay,PROPRIETARY,CA,700,28%
003156,Redlands Community College,PUBLIC,OK,700,28%
039396,Daytona College,PROPRIETARY,FL,800,28%
003556,Commonwealth Institute of Funeral Service,"PRIVATE, NONPROFIT",TX,800,28%
025849,First Institute,PROPRIETARY,IL,800,28%
004902,Penn Commercial Business/Technical School,PROPRIETARY,PA,800,28%
003155,Eastern Oklahoma State College,PUBLIC,OK,800,28%
001545,Andrew College,"PRIVATE, NONPROFIT",GA,900,28%
001901,Allen County Community College,PUBLIC,KS,900,28%
041787,Atelier Esthetique Institute of Esthetics,PROPRIETARY,NY,1000,28%
006835,Dyersburg State Community College,PUBLIC,TN,1000,28%
001093,Central Baptist College,"PRIVATE, NONPROFIT",AR,1000,28%
032403,Collectiv Academy,PROPRIETARY,MA,1100,28%
012589,Erie 1 Board of Cooperative Educational Services,PUBLIC,NY,1100,28%
012652,Onondaga Cortland Madison BOCES,PUBLIC,NY,1100,28%
010573,West Virginia Junior College,PROPRIETARY,WV,1200,28%
003999,Cleveland State Community College,PUBLIC,TN,1200,28%
001965,Kentucky Christian University,"PRIVATE, NONPROFIT",KY,1300,28%
003570,Grayson College,PUBLIC,TX,1400,28%
020923,Eastwick College - Nutley Campus,PROPRIETARY,NJ,1400,28%
001294,Southwestern Community College District,PUBLIC,CA,1600,28%
008278,Terra State Community College,PUBLIC,OH,1600,28%
008902,Columbia Central University,PROPRIETARY,PR,1800,28%
001547,Point University,"PRIVATE, NONPROFIT",GA,2000,28%
012525,Caribbean University,"PRIVATE, NONPROFIT",PR,2000,28%
001990,Ashland Community and Technical College,PUBLIC,KY,2100,28%
030359,National Aviation Academy,PROPRIETARY,FL,2100,28%
002308,University of Olivet (The),"PRIVATE, NONPROFIT",MI,2200,28%
025590,University of Advancing Computer Technology,PROPRIETARY,AZ,2300,28%
003668,Wharton County Junior College,PUBLIC,TX,2300,28%
031444,American College of Healthcare and Technology,PROPRIETARY,CA,2400,28%
003272,Harcum College,"PRIVATE, NONPROFIT",PA,2700,28%
001233,Sacramento City College,PUBLIC,CA,2900,28%
002068,Coppin State University,PUBLIC,MD,3000,28%
001232,American River College,PUBLIC,CA,3100,28%
001636,Southwestern Illinois College,PUBLIC,IL,3400,28%
002951,North Carolina Wesleyan University,"PRIVATE, NONPROFIT",NC,3400,28%
002355,Minnesota North College,PUBLIC,MN,4000,28%
025318,Paul Mitchell The School Costa Mesa,PROPRIETARY,CA,4400,28%
008543,Atlanta Technical College,PUBLIC,GA,5100,28%
001060,Coastal Alabama Community College,PUBLIC,AL,5600,28%
002089,Prince George's Community College,PUBLIC,MD,5600,28%
003611,South Plains College,PUBLIC,TX,5800,28%
002859,SUNY College of Agriculture & Technology at Morrisville,PUBLIC,NY,5900,28%
004925,Horry - Georgetown Technical College,PUBLIC,SC,7300,28%
003941,Universidad Ana G. Méndez - Carolina Campus,"PRIVATE, NONPROFIT",PR,8500,28%
001428,Delaware State University,PUBLIC,DE,10000,28%
041223,University of Arkansas - Grantham,PUBLIC,AR,11000,28%
002410,Jackson State University,PUBLIC,MS,12500,28%
003866,Milwaukee Area Technical College,PUBLIC,WI,13900,28%
007870,Hillsborough Community College,PUBLIC,FL,16900,28%
003642,Texas Southern University,PUBLIC,TX,17900,28%
010727,DeVry University,PROPRIETARY,IL,67200,28%
002522,Wentworth Military Academy and College,"PRIVATE, NONPROFIT",MO,100,29%
042205,Butte County Regional Occupational Program,PUBLIC,CA,100,29%
042415,Wave Leadership College,"PRIVATE, NONPROFIT",VA,100,29%
008938,Graham Hospital School of Nursing,"PRIVATE, NONPROFIT",IL,100,29%
024950,Robert Paul Academy of Cosmetology Arts & Sciences,PROPRIETARY,MD,100,29%
024975,Clinton Technical School,PUBLIC,MO,100,29%
030432,Brightwood College,PROPRIETARY,NV,100,29%
042982,Southern California College of Barber and Beauty,PROPRIETARY,CA,100,29%
042340,San Francisco Film School,PROPRIETARY,CA,100,29%
041792,Advanced College of Cosmetology,PROPRIETARY,WI,100,29%
003507,Memphis College of Art,"PRIVATE, NONPROFIT",TN,100,29%
020937,Long Island Business Institute,PROPRIETARY,NY,100,29%
041177,"Monroe 2 - Orleans BOCES, Center for Workforce Development",PUBLIC,NY,100,29%
025780,Santa Barbara Business College,PROPRIETARY,CA,100,29%
042556,International Diving Institute,PROPRIETARY,SC,100,29%
035363,Institute For Therapeutic Massage,PROPRIETARY,NJ,100,29%
042988,Salon Professional Academy (The),PROPRIETARY,NJ,100,29%
001267,Merritt College,PUBLIC,CA,200,29%
023142,Empire Beauty School,PROPRIETARY,NY,200,29%
042191,Alexander Paul Institute of Hair Design,PROPRIETARY,NC,200,29%
023285,Moler - Pickens Beauty College,PROPRIETARY,OH,200,29%
041785,Vogue College of Cosmetology,PROPRIETARY,NM,200,29%
025885,Ohio State School of Cosmetology,PROPRIETARY,OH,200,29%
030514,Auburn Career Center,PUBLIC,OH,200,29%
021111,University of Arkansas Community College Rich Mountain,PUBLIC,AR,200,29%
022805,Charles of Italy Beauty College,PROPRIETARY,AZ,200,29%
025876,Orlo School of Hair Design and Cosmetology (The),PROPRIETARY,NY,200,29%
037863,Advanced College,PROPRIETARY,CA,300,29%
042484,Academy of Interactive Entertainment,"PRIVATE, NONPROFIT",LA,300,29%
042084,Riverside County Office of Education,PUBLIC,CA,300,29%
042836,College Unbound,"PRIVATE, NONPROFIT",RI,300,29%
041302,Institute of Production and Recording (The),PROPRIETARY,MN,300,29%
041836,Salon Professional Academy of Kenosha (The),PROPRIETARY,WI,300,29%
042309,TIGI Hairdressing Academy Newtown,PROPRIETARY,CT,300,29%
021174,Beck School of Practical Nursing,PUBLIC,IL,300,29%
035833,Ohio Institute of Allied Health,"PRIVATE, NONPROFIT",OH,300,29%
042741,Arkansas Welding Academy,PROPRIETARY,AR,400,29%
042716,"Avenue Academy, A Cosmetology Institute (The)",PROPRIETARY,NM,400,29%
036463,Design's School of Cosmetology,PROPRIETARY,CA,400,29%
030107,Paul Mitchell the School Roanoke,PROPRIETARY,VA,400,29%
042302,Paul Mitchell The School Farmington Hills,PROPRIETARY,MI,400,29%
022577,Hays Academy of Hair Design,PROPRIETARY,KS,400,29%
041866,Summit Salon Academy Kokomo,PROPRIETARY,IN,400,29%
009515,J. Michael Harrold Beauty Academy,PROPRIETARY,IN,400,29%
042717,Salon Professional Academy of San Antonio (The),PROPRIETARY,TX,500,29%
035773,Coba Academy,PROPRIETARY,CA,500,29%
041919,Paul Mitchell The School Spokane,PROPRIETARY,WA,500,29%
007387,Long Island Beauty School,PROPRIETARY,NY,500,29%
041706,Salon Professional Academy (The),PROPRIETARY,MO,500,29%
042068,Advance Beauty Techs Academy,PROPRIETARY,CA,500,29%
001355,Lamar Community College,PUBLIC,CO,500,29%
040593,Tucson College of Beauty,PROPRIETARY,AZ,500,29%
001930,Labette Community College,PUBLIC,KS,600,29%
042331,Arizona School of Integrative Studies,PROPRIETARY,AZ,600,29%
031019,Trinity Baptist College,"PRIVATE, NONPROFIT",FL,600,29%
004927,University of South Carolina - Union,PUBLIC,SC,600,29%
042371,Salon Professional Academy (The),PROPRIETARY,CA,600,29%
042493,Salon Boutique Academy,PROPRIETARY,TX,600,29%
012350,Phagans' School of Hair Design,PROPRIETARY,OR,600,29%
023166,Cortiva Institute,PROPRIETARY,CT,700,29%
001993,Henderson Community College,PUBLIC,KY,700,29%
031109,Academy of Beauty Professionals,PROPRIETARY,MO,700,29%
042749,Contra Costa Medical Career College,PROPRIETARY,CA,800,29%
010813,American Academy McAllister Institute,"PRIVATE, NONPROFIT",NY,800,29%
012850,International Salon and Spa Academy,PROPRIETARY,CO,900,29%
001094,University of the Ozarks,"PRIVATE, NONPROFIT",AR,900,29%
002896,Villa Maria College of Buffalo,"PRIVATE, NONPROFIT",NY,900,29%
030274,Avalon Institute,PROPRIETARY,CO,900,29%
003176,Carl Albert State College,PUBLIC,OK,900,29%
003662,Victoria College,PUBLIC,TX,900,29%
041584,L'esprit Academy,PROPRIETARY,MI,900,29%
003614,Southwest Texas College,PUBLIC,TX,1000,29%
031121,Dewey University,"PRIVATE, NONPROFIT",PR,1000,29%
041457,Paul Mitchell The School Springfield,PROPRIETARY,MO,1000,29%
021448,Vet Tech Institute of Houston,PROPRIETARY,TX,1000,29%
041471,Tricoci University of Beauty Culture,PROPRIETARY,IL,1200,29%
001871,Iowa Wesleyan University,"PRIVATE, NONPROFIT",IA,1200,29%
001015,Enterprise State Community College,PUBLIC,AL,1200,29%
002867,SUNY Fulton-Montgomery Community College,PUBLIC,NY,1200,29%
001289,Shasta College,PUBLIC,CA,1200,29%
025212,Arlington Career Institute,PROPRIETARY,TX,1200,29%
010761,Dallas Institute of Funeral Service,"PRIVATE, NONPROFIT",TX,1300,29%
021122,Great Lakes Institute of Technology,PROPRIETARY,PA,1300,29%
026071,Paul Mitchell The School Boise,PROPRIETARY,ID,1300,29%
039704,WellSpring School of Allied Health,PROPRIETARY,MO,1300,29%
003546,Coastal Bend College,PUBLIC,TX,1400,29%
